YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2023,1,3,1,3,3/1/2023 12:00:00 AM,9E,N921XJ,5323,10821,1082106,30852,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1346,5.00,1359,1351,-8.00,0.00,0.00,-1,1300-1359,0.00,,40.00,184.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,9E,N921XJ,5323,12478,1247805,31703,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1125,4.00,1135,1129,-6.00,0.00,0.00,-1,1100-1159,0.00,,44.00,184.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,9E,N924XJ,4635,10821,1082106,30852,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1824,15.00,1845,1839,-6.00,0.00,0.00,-1,1800-1859,0.00,,45.00,184.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,9E,N924XJ,4635,12478,1247805,31703,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1543,4.00,1609,1547,-22.00,0.00,0.00,-2,1600-1659,0.00,,42.00,184.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N194UW,2316,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1704,14.00,1708,1718,10.00,10.00,0.00,0,1700-1759,0.00,,63.00,361.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N194UW,2316,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1423,4.00,1445,1427,-18.00,0.00,0.00,-2,1400-1459,0.00,,55.00,361.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N4005X,380,10821,1082106,30852,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0713,20.00,0725,0733,8.00,8.00,0.00,0,0700-0759,0.00,,121.00,622.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N4005X,738,13930,1393008,30977,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1936,6.00,1939,1942,3.00,3.00,0.00,0,1900-1959,0.00,,73.00,622.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N509AY,2411,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,2136,8.00,2146,2144,-2.00,0.00,0.00,-1,2100-2159,0.00,,73.00,361.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N509AY,2411,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1920,4.00,1922,1924,2.00,2.00,0.00,0,1900-1959,0.00,,57.00,361.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N838NN,2424,13303,1330303,32467,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2331,7.00,2323,2338,15.00,15.00,1.00,1,2300-2359,0.00,,131.00,946.00,5.00,0.00,10.00,0.00,0.00
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N882NN,2314,10821,1082106,30852,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1742,14.00,1755,1756,1.00,1.00,0.00,0,1700-1759,0.00,,193.00,1217.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N882NN,2314,11298,1129806,30194,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1358,5.00,1427,1403,-24.00,0.00,0.00,-2,1400-1459,0.00,,137.00,1217.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N894NN,1546,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1225,5.00,0816,1230,254.00,254.00,1.00,12,0800-0859,0.00,,66.00,361.00,248.00,0.00,6.00,0.00,0.00
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N906NN,2251,11298,1129806,30194,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2235,4.00,2303,2239,-24.00,0.00,0.00,-2,2300-2359,0.00,,132.00,1217.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N908NN,2799,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2344,5.00,2350,2349,-1.00,0.00,0.00,-1,2300-2359,0.00,,56.00,361.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N919NN,1403,10821,1082106,30852,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,0908,19.00,0910,0927,17.00,17.00,1.00,1,0900-0959,0.00,,197.00,1217.00,0.00,0.00,17.00,0.00,0.00
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N920NN,1223,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1229,4.00,1243,1233,-10.00,0.00,0.00,-1,1200-1259,0.00,,63.00,361.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N920NN,1223,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1008,3.00,1021,1011,-10.00,0.00,0.00,-1,1000-1059,0.00,,60.00,361.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AA,N949AN,1183,10821,1082106,30852,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,0835,19.00,0850,0854,4.00,4.00,0.00,0,0800-0859,0.00,,129.00,946.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AS,N583AS,378,14747,1474703,30559,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1510,3.00,1535,1513,-22.00,0.00,0.00,-2,1500-1559,0.00,,254.00,2335.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,AS,N583AS,379,10821,1082106,30852,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,1929,8.00,1940,1937,-3.00,0.00,0.00,-1,1900-1959,0.00,,332.00,2335.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,B6,N198JB,1026,10821,1082106,30852,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1843,6.00,1900,1849,-11.00,0.00,0.00,-1,1900-1959,0.00,,69.00,369.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,B6,N198JB,727,10721,1072102,30721,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1639,5.00,1658,1644,-14.00,0.00,0.00,-1,1600-1659,0.00,,71.00,369.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,B6,N324JB,27,10721,1072102,30721,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1327,5.00,1339,1332,-7.00,0.00,0.00,-1,1300-1359,0.00,,72.00,369.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,B6,N324JB,526,10821,1082106,30852,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1516,8.00,1537,1524,-13.00,0.00,0.00,-1,1500-1559,0.00,,52.00,369.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,B6,N339JB,726,10821,1082106,30852,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,0712,12.00,0726,0724,-2.00,0.00,0.00,-1,0700-0759,0.00,,58.00,369.00,,,,,
2023,1,3,1,3,3/1/2023 12:00:00 AM,B6,N355JB,2127,10721,1072102,30721,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2239,5.00,2140,2244,64.00,64.00,1.00,4,2100-2159,0.00,,72.00,369.00,14.00,0.00,0.00,0.00,50.00
2023,1,3,1,3,3/1/2023 12:00:00 AM,DL,N308DN,2601,10821,1082106,30852,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,0700,8.00,0716,0708,-8.00,0.00,0.00,-1,0700-0759,0.00,,70.00,409.00,,,,,
