YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N103US,2576,13930,1393007,30977,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2257,9.00,2132,2306,94.00,94.00,1.00,6,2100-2159,0.00,,80.00,621.00,0.00,44.00,15.00,0.00,35.00
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N109UW,2380,10821,1082106,30852,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1128,6.00,1155,1134,-21.00,0.00,0.00,-2,1100-1159,0.00,,110.00,621.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N305NX,1588,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,0909,7.00,0818,0916,58.00,58.00,1.00,3,0800-0859,0.00,,64.00,361.00,58.00,0.00,0.00,0.00,0.00
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N601AW,2314,10821,1082106,30852,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1804,16.00,1810,1820,10.00,10.00,0.00,0,1800-1859,0.00,,203.00,1217.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N601AW,2314,11298,1129806,30194,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1430,4.00,1443,1434,-9.00,0.00,0.00,-1,1400-1459,0.00,,146.00,1217.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N650AW,1403,10821,1082106,30852,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,0928,4.00,0950,0932,-18.00,0.00,0.00,-2,0900-0959,0.00,,196.00,1217.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N652AW,2251,11298,1129806,30194,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2250,11.00,2236,2301,25.00,25.00,1.00,1,2200-2259,0.00,,138.00,1217.00,9.00,0.00,16.00,0.00,0.00
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N763US,2799,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2336,5.00,0004,2341,-23.00,0.00,0.00,-2,0001-0559,0.00,,50.00,361.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N815AW,609,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,0916,12.00,0957,0928,-29.00,0.00,0.00,-2,0900-0959,0.00,,63.00,361.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N827NN,1183,10821,1082106,30852,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,0826,7.00,0853,0833,-20.00,0.00,0.00,-2,0800-0859,0.00,,138.00,946.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N827NN,928,13303,1330303,32467,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2325,7.00,2359,2332,-27.00,0.00,0.00,-2,2300-2359,0.00,,121.00,946.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N872NN,1181,13303,1330303,32467,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2146,10.00,2140,2156,16.00,16.00,1.00,1,2100-2159,0.00,,145.00,946.00,0.00,0.00,16.00,0.00,0.00
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N910NN,1213,10821,1082106,30852,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2148,17.00,2145,2205,20.00,20.00,1.00,1,2100-2159,0.00,,209.00,1217.00,0.00,0.00,20.00,0.00,0.00
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N910NN,1213,11298,1129806,30194,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1802,12.00,1813,1814,1.00,1.00,0.00,0,1800-1859,0.00,,151.00,1217.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N925NN,1318,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1946,4.00,1958,1950,-8.00,0.00,0.00,-1,1900-1959,0.00,,52.00,361.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AA,N930NN,1792,10821,1082106,30852,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,0926,6.00,0958,0932,-26.00,0.00,0.00,-2,0900-0959,0.00,,136.00,946.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AS,N298AK,765,10821,1082106,30852,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,,,2014,,,,,,2000-2059,1.00,A,,2335.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,AS,N298AK,922,14747,1474703,30559,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,,,1605,,,,,,1600-1659,1.00,A,,2335.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N141DU,1422,10821,1082106,30852,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,0759,8.00,0748,0807,19.00,19.00,1.00,1,0700-0759,0.00,,164.00,936.00,0.00,0.00,19.00,0.00,0.00
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N141DU,2476,10821,1082106,30852,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1642,7.00,1644,1649,5.00,5.00,0.00,0,1600-1659,0.00,,151.00,936.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N141DU,2476,13487,1348702,31650,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1320,6.00,1338,1326,-12.00,0.00,0.00,-1,1300-1359,0.00,,114.00,936.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N321NB,1205,13487,1348702,31650,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2351,10.00,2333,0001,28.00,28.00,1.00,1,2300-2359,0.00,,114.00,936.00,28.00,0.00,0.00,0.00,0.00
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N322NB,1652,11433,1143302,31295,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,,,2250,,,,,,2200-2259,1.00,A,,409.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N370NW,2784,10821,1082106,30852,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,0732,8.00,0742,0740,-2.00,0.00,0.00,-1,0700-0759,0.00,,71.00,409.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N801DZ,1197,14869,1486903,34614,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1558,6.00,1618,1604,-14.00,0.00,0.00,-1,1600-1659,0.00,,198.00,1865.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N801DZ,1219,10821,1082106,30852,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1920,5.00,1936,1925,-11.00,0.00,0.00,-1,1900-1959,0.00,,91.00,577.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N816DN,1096,10821,1082106,30852,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1857,10.00,1906,1907,1.00,1.00,0.00,0,1900-1959,0.00,,274.00,1865.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N816DN,2607,10397,1039707,30397,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1405,12.00,1405,1417,12.00,12.00,0.00,0,1400-1459,0.00,,78.00,577.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N832DN,2638,10397,1039707,30397,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2007,7.00,2026,2014,-12.00,0.00,0.00,-1,2000-2059,0.00,,76.00,577.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N843DN,1266,10821,1082106,30852,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1649,4.00,1654,1653,-1.00,0.00,0.00,-1,1600-1659,0.00,,90.00,577.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N852DN,2889,10397,1039707,30397,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,0022,6.00,0026,0028,2.00,2.00,0.00,0,0001-0559,0.00,,83.00,577.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N924AT,1411,10397,1039707,30397,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1028,5.00,1039,1033,-6.00,0.00,0.00,-1,1000-1059,0.00,,84.00,577.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N924AT,1411,10821,1082106,30852,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1335,4.00,1354,1339,-15.00,0.00,0.00,-1,1300-1359,0.00,,90.00,577.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N928AT,2386,10821,1082106,30852,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,0859,3.00,0905,0902,-3.00,0.00,0.00,-1,0900-0959,0.00,,97.00,577.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N952AT,1294,10397,1039707,30397,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2004,4.00,1700,2008,,,,,1700-1759,0.00,,,577.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N966AT,2456,10821,1082106,30852,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,,,1428,,,,,,1400-1459,1.00,A,,409.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N966AT,2456,11433,1143302,31295,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,,,1126,,,,,,1100-1159,1.00,A,,409.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,DL,N981AT,2935,10821,1082106,30852,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,0744,4.00,0801,0748,-13.00,0.00,0.00,-1,0800-0859,0.00,,93.00,577.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,F9,N377FR,2982,13303,1330303,32467,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1915,17.00,1919,1932,13.00,13.00,0.00,0,1900-1959,0.00,,129.00,946.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,F9,N377FR,2985,10821,1082106,30852,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,2255,10.00,2254,2305,11.00,11.00,0.00,0,2200-2259,0.00,,134.00,946.00,,,,,
2022,1,1,1,6,1/1/2022 12:00:00 AM,F9,N702FR,1244,13204,1320402,31454,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,0043,13.00,0030,0056,26.00,26.00,1.00,1,0001-0559,0.00,,114.00,787.00,21.00,0.00,5.00,0.00,0.00
