YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2022,3,8,1,1,8/1/2022 12:00:00 AM,9E,N133EV,5314,10721,1072102,30721,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1847,6.00,1914,1853,-21.00,0.00,0.00,-2,1900-1959,0.00,,67.00,369.00,,,,,
2022,3,8,1,1,8/1/2022 12:00:00 AM,9E,N133EV,5314,10821,1082106,30852,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,2101,19.00,2135,2120,-15.00,0.00,0.00,-1,2100-2159,0.00,,58.00,369.00,,,,,
2022,3,8,1,1,8/1/2022 12:00:00 AM,9E,N298PQ,5449,10821,1082106,30852,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,,,1845,,,,,,1800-1859,1.00,A,,184.00,,,,,
2022,3,8,1,1,8/1/2022 12:00:00 AM,9E,N298PQ,5449,12478,1247805,31703,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,,,1629,,,,,,1600-1659,1.00,A,,184.00,,,,,
2022,3,8,1,1,8/1/2022 12:00:00 AM,9E,N320PQ,5199,10821,1082106,30852,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1501,8.00,1406,1509,63.00,63.00,1.00,4,1400-1459,0.00,,41.00,184.00,0.00,0.00,0.00,0.00,63.00
2022,3,8,1,1,8/1/2022 12:00:00 AM,9E,N320PQ,5199,12478,1247805,31703,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1257,4.00,1146,1301,75.00,75.00,1.00,5,1100-1159,0.00,,37.00,184.00,75.00,0.00,0.00,0.00,0.00
2022,3,8,1,1,8/1/2022 12:00:00 AM,9E,N349PQ,4988,12478,1247805,31703,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2354,8.00,0018,0002,-16.00,0.00,0.00,-2,0001-0559,0.00,,35.00,184.00,,,,,
2022,3,8,1,1,8/1/2022 12:00:00 AM,9E,N932XJ,4996,10821,1082106,30852,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1340,12.00,0729,1352,383.00,383.00,1.00,12,0700-0759,0.00,,40.00,184.00,383.00,0.00,0.00,0.00,0.00
2022,3,8,1,1,8/1/2022 12:00:00 AM,AA,N170US,2037,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2306,6.00,2257,2312,15.00,15.00,1.00,1,2200-2259,0.00,,54.00,361.00,15.00,0.00,0.00,0.00,0.00
2022,3,8,1,1,8/1/2022 12:00:00 AM,AA,N172US,2924,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,0611,7.00,0633,0618,-15.00,0.00,0.00,-1,0600-0659,0.00,,57.00,361.00,,,,,
2022,3,8,1,1,8/1/2022 12:00:00 AM,AA,N194UW,1251,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,0738,9.00,0759,0747,-12.00,0.00,0.00,-1,0700-0759,0.00,,56.00,361.00,,,,,
2022,3,8,1,1,8/1/2022 12:00:00 AM,AA,N352PS,1213,10821,1082106,30852,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2131,7.00,2138,2138,0.00,0.00,0.00,0,2100-2159,0.00,,172.00,1217.00,,,,,
