YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2022,4,12,1,4,12/1/2022 12:00:00 AM,9E,N302PQ,4988,12478,1247805,31703,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2340,6.00,2358,2346,-12.00,0.00,0.00,-1,2300-2359,0.00,,41.00,184.00,,,,,
2022,4,12,1,4,12/1/2022 12:00:00 AM,9E,N604LR,4996,10821,1082106,30852,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,0703,11.00,0729,0714,-15.00,0.00,0.00,-1,0700-0759,0.00,,40.00,184.00,,,,,
2022,4,12,1,4,12/1/2022 12:00:00 AM,9E,N910XJ,5449,10821,1082106,30852,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1825,8.00,1809,1833,24.00,24.00,1.00,1,1800-1859,0.00,,56.00,184.00,0.00,0.00,24.00,0.00,0.00
2022,4,12,1,4,12/1/2022 12:00:00 AM,9E,N910XJ,5449,12478,1247805,31703,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1607,10.00,1615,1617,2.00,2.00,0.00,0,1600-1659,0.00,,35.00,184.00,,,,,
2022,4,12,1,4,12/1/2022 12:00:00 AM,AA,N174US,2411,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1856,10.00,1906,1906,0.00,0.00,0.00,0,1900-1959,0.00,,69.00,361.00,,,,,
2022,4,12,1,4,12/1/2022 12:00:00 AM,AA,N174US,2411,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1614,4.00,1626,1618,-8.00,0.00,0.00,-1,1600-1659,0.00,,59.00,361.00,,,,,
2022,4,12,1,4,12/1/2022 12:00:00 AM,AA,N306PB,2424,13303,1330303,32467,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2313,5.00,2315,2318,3.00,3.00,0.00,0,2300-2359,0.00,,128.00,946.00,,,,,
2022,4,12,1,4,12/1/2022 12:00:00 AM,AA,N523UW,1546,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,0748,7.00,0808,0755,-13.00,0.00,0.00,-1,0800-0859,0.00,,66.00,361.00,,,,,
2022,4,12,1,4,12/1/2022 12:00:00 AM,AA,N544UW,2151,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1138,5.00,1206,1143,-23.00,0.00,0.00,-2,1200-1259,0.00,,62.00,361.00,,,,,
2022,4,12,1,4,12/1/2022 12:00:00 AM,AA,N554UW,1318,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1959,7.00,2006,2006,0.00,0.00,0.00,0,2000-2059,0.00,,54.00,361.00,,,,,
