YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2022,2,6,1,3,6/1/2022 12:00:00 AM,9E,N301PQ,5293,10821,1082106,30852,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,0706,13.00,0720,0719,-1.00,0.00,0.00,-1,0700-0759,0.00,,41.00,184.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,9E,N302PQ,5312,12478,1247805,31703,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,,,2359,,,,,,2300-2359,1.00,A,,184.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,9E,N910XJ,5504,10821,1082106,30852,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1754,43.00,1850,1837,-13.00,0.00,0.00,-1,1800-1859,0.00,,36.00,184.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,9E,N910XJ,5504,12478,1247805,31703,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1609,5.00,1623,1614,-9.00,0.00,0.00,-1,1600-1659,0.00,,40.00,184.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,9E,N935XJ,5287,10821,1082106,30852,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1141,6.00,1203,1147,-16.00,0.00,0.00,-2,1200-1259,0.00,,39.00,184.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,9E,N935XJ,5287,12478,1247805,31703,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,0925,4.00,0955,0929,-26.00,0.00,0.00,-2,0900-0959,0.00,,36.00,184.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N125UW,2316,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1656,6.00,1652,1702,10.00,10.00,0.00,0,1600-1659,0.00,,60.00,361.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N125UW,2316,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1448,5.00,1429,1453,24.00,24.00,1.00,1,1400-1459,0.00,,57.00,361.00,14.00,0.00,2.00,0.00,8.00
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N176UW,1223,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1336,5.00,1355,1341,-14.00,0.00,0.00,-1,1300-1359,0.00,,64.00,361.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N176UW,1223,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1119,5.00,1134,1124,-10.00,0.00,0.00,-1,1100-1159,0.00,,56.00,361.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N183UW,2799,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1550,5.00,1615,1555,-20.00,0.00,0.00,-2,1600-1659,0.00,,55.00,361.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N193UW,744,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,0718,3.00,0751,0721,-30.00,0.00,0.00,-2,0700-0759,0.00,,56.00,361.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N301NW,2314,10821,1082106,30852,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1801,4.00,1810,1805,-5.00,0.00,0.00,-1,1800-1859,0.00,,194.00,1217.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N301NW,2314,11298,1129806,30194,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1436,4.00,1443,1440,-3.00,0.00,0.00,-1,1400-1459,0.00,,155.00,1217.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N542UW,1318,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,,,2210,,,,,,2200-2259,1.00,A,,361.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N543UW,2735,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1141,8.00,1205,1149,-16.00,0.00,0.00,-2,1200-1259,0.00,,57.00,361.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N579UW,1588,10821,1082106,30852,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,0815,5.00,0845,0820,-25.00,0.00,0.00,-2,0800-0859,0.00,,55.00,361.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N846NN,1183,10821,1082106,30852,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,0819,5.00,0857,0824,-33.00,0.00,0.00,-2,0800-0859,0.00,,123.00,946.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N897NN,2424,13303,1330303,32467,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,,,2349,,,,,,2300-2359,1.00,B,,946.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N947NN,2251,11298,1129806,30194,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,,,2233,,,,,,2200-2259,1.00,B,,1217.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N969NN,1403,10821,1082106,30852,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,0907,35.00,0950,0942,-8.00,0.00,0.00,-1,0900-0959,0.00,,160.00,1217.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AA,N977UY,2119,11057,1105703,31057,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1956,5.00,2008,2001,-7.00,0.00,0.00,-1,2000-2059,0.00,,57.00,361.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AS,N508AS,765,10821,1082106,30852,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,2005,7.00,2008,2012,4.00,4.00,0.00,0,2000-2059,0.00,,332.00,2335.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,AS,N508AS,922,14747,1474703,30559,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1558,7.00,1620,1605,-15.00,0.00,0.00,-1,1600-1659,0.00,,268.00,2335.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,DL,N327NB,2561,10821,1082106,30852,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1602,4.00,1637,1606,-31.00,0.00,0.00,-2,1600-1659,0.00,,130.00,936.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,DL,N327NB,2561,13487,1348702,31650,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1338,7.00,1350,1345,-5.00,0.00,0.00,-1,1300-1359,0.00,,125.00,936.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,DL,N333NB,2102,10821,1082106,30852,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1957,5.00,2016,2002,-14.00,0.00,0.00,-1,2000-2059,0.00,,74.00,409.00,,,,,
2022,2,6,1,3,6/1/2022 12:00:00 AM,DL,N333NB,2102,11433,1143302,31295,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1723,9.00,1743,1732,-11.00,0.00,0.00,-1,1700-1759,0.00,,64.00,409.00,,,,,
