TAIL_KEY,TAIL_NUM,MODEL_STD,MAX_SEATS,EXPECTED_PASSENGERS,AIRLINE_NAME,CONCOURSE,GATE_COUNT,A_GATES,B_GATES,C_GATES,D_GATES,E_GATES,NUM_DOORS_USED,SEAT_LAYOUT,AVG_ROW_NUM
615FR,N615FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
615NK,N615NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
615NN,N615NN,CRJ900,90.0,77.0,PSA Airlines (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
616FR,N616FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
616NK,N616NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
616NN,N616NN,CRJ900,90.0,77.0,PSA Airlines (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
617NK,N617NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
61881,N61881,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
61882,N61882,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
61886,N61886,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
61887,N61887,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
61898,N61898,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
618AE,N618AE,ERJ145,50.0,43.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,13.0
618NK,N618NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
619AE,N619AE,ERJ145,50.0,43.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,13.0
619FR,N619FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
619NK,N619NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
620FR,N620FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
620NK,N620NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
620UX,N620UX,E175,88.0,76.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,21.0
621FR,N621FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
621NK,N621NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
622AE,N622AE,ERJ145,50.0,43.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,13.0
622FR,N622FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
622NK,N622NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
623NK,N623NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
623UX,N623UX,E175,88.0,76.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,21.0
624FR,N624FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
624NK,N624NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
625FR,N625FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
625NK,N625NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
626FR,N626FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
626NK,N626NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
627NK,N627NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
62849,N62849,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
62883,N62883,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
62884,N62884,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
62889,N62889,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
62892,N62892,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
62894,N62894,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
62895,N62895,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
62896,N62896,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
628NK,N628NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
629FR,N629FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
629NK,N629NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
629NN,N629NN,CRJ900,90.0,77.0,PSA Airlines (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
630FR,N630FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
630NK,N630NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
630NN,N630NN,CRJ900,90.0,77.0,PSA Airlines (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
630SK,N630SK,CRJ700,78.0,67.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,18.0
631FR,N631FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
631NK,N631NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
631RW,N631RW,NAN,,,Republic Airways,D,22,0,0,0,22,0,,,
632NK,N632NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
632SK,N632SK,CRJ700,78.0,67.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,18.0
633FR,N633FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
633NK,N633NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
633RW,N633RW,NAN,,,Republic Airways,D,22,0,0,0,22,0,,,
634FR,N634FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
634NK,N634NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
634RW,N634RW,NAN,,,Envoy Air (American Eagle),D,22,0,0,0,22,0,,,
635FR,N635FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
635NK,N635NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
635RW,N635RW,NAN,,,Envoy Air (American Eagle),D,22,0,0,0,22,0,,,
636FR,N636FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
636NK,N636NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
636RW,N636RW,NAN,,,Envoy Air (American Eagle),D,22,0,0,0,22,0,,,
637FR,N637FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
637NK,N637NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
637RW,N637RW,NAN,,,Envoy Air (American Eagle),D,22,0,0,0,22,0,,,
63820,N63820,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
63890,N63890,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
63899,N63899,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
638FR,N638FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
638NK,N638NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
638RW,N638RW,E170,76.0,65.0,Republic Airways,D,22,0,0,0,22,0,1.0,Narrow,20.0
639FR,N639FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
639JB,N639JB,A320-200,194.0,167.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,30.0
639NK,N639NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
639RW,N639RW,E170,76.0,65.0,Republic Airways,D,22,0,0,0,22,0,1.0,Narrow,20.0
640FR,N640FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
640NK,N640NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
641FR,N641FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
641NK,N641NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
642FR,N642FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
642NK,N642NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
643NK,N643NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
643RW,N643RW,NAN,,,Envoy Air (American Eagle),D,22,0,0,0,22,0,,,
644FR,N644FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
644NK,N644NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
645FR,N645FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
645NK,N645NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
645RW,N645RW,NAN,,,Republic Airways,D,22,0,0,0,22,0,,,
646FR,N646FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
646NK,N646NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
647AW,N647AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
647NK,N647NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
64809,N64809,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
64844,N64844,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
648FR,N648FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
648NK,N648NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
649AW,N649AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
649FR,N649FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
649JB,N649JB,A320-200,194.0,167.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,30.0
649NK,N649NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
649RW,N649RW,NAN,,,Republic Airways,D,22,0,0,0,22,0,,,
650AW,N650AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
650FR,N650FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
650NK,N650NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
651AW,N651AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
651FR,N651FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
651NK,N651NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
652AW,N652AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
652FR,N652FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
652NK,N652NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
653AW,N653AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
653FR,N653FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
653NK,N653NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
654AW,N654AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
654FR,N654FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
654NK,N654NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
655AW,N655AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
655FR,N655FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
655NK,N655NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
655RW,N655RW,E170,76.0,65.0,Republic Airways,D,22,0,0,0,22,0,1.0,Narrow,20.0
656AW,N656AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
656CA,N656CA,CRJ550,50.0,43.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,14.0
656FR,N656FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
656NK,N656NK,A320-200,194.0,167.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
657AW,N657AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
657FR,N657FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
657NK,N657NK,NAN,,,Spirit Airlines,D,22,0,0,0,22,0,,,
65832,N65832,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
658AW,N658AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
658CA,N658CA,CRJ550,50.0,43.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,14.0
658DL,N658DL,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
658FR,N658FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
658NK,N658NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
659AW,N659AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
659DL,N659DL,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
659NK,N659NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
660AW,N660AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
660DL,N660DL,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
660NK,N660NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
661AW,N661AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
661NK,N661NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
662AW,N662AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
662FR,N662FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
662NK,N662NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
663AW,N663AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
663NK,N663NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
664AW,N664AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
664FR,N664FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
664NK,N664NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
665AW,N665AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
665DN,N665DN,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
665FR,N665FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
665NK,N665NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
667AW,N667AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
667DN,N667DN,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
667FR,N667FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
667NK,N667NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
66803,N66803,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
66808,N66808,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
66814,N66814,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
66825,N66825,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
66828,N66828,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
66831,N66831,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
66837,N66837,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
66841,N66841,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
66848,N66848,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
66893,N66893,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
66897,N66897,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
668AW,N668AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
668DN,N668DN,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
668FR,N668FR,A321-200,220.0,189.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
668NK,N668NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
669AW,N669AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
669DN,N669DN,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
669NK,N669NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6700,N6700,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6701,N6701,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6702,N6702,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6703D,N6703D,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6704Z,N6704Z,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6705Y,N6705Y,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6706Q,N6706Q,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6707A,N6707A,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6708D,N6708D,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6709,N6709,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
670DN,N670DN,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
670NK,N670NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6710E,N6710E,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6711M,N6711M,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6712B,N6712B,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6713Y,N6713Y,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6714Q,N6714Q,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6715C,N6715C,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
6716C,N6716C,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
67171,N67171,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
671DN,N671DN,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
671NK,N671NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
672DL,N672DL,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
672NK,N672NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
673AW,N673AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
673DL,N673DL,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
673NK,N673NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
674DL,N674DL,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
674NK,N674NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
67501,N67501,737 MAX 9,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
675DL,N675DL,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
675NK,N675NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
676CA,N676CA,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
676DL,N676DL,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
676NK,N676NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
677NK,N677NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
67812,N67812,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
67815,N67815,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
67827,N67827,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
67845,N67845,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
67846,N67846,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
678CA,N678CA,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
678DL,N678DL,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
678NK,N678NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
679AW,N679AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
679DA,N679DA,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
679NK,N679NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
680AW,N680AW,A320-200,194.0,167.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
680DA,N680DA,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
680NK,N680NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
681DA,N681DA,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
681NK,N681NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
682DA,N682DA,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
682NK,N682NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
683DA,N683DA,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
683NK,N683NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
68452,N68452,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
68453,N68453,737-900ER,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
684DA,N684DA,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
684NK,N684NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
685DA,N685DA,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
685NK,N685NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
686DA,N686DA,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
686NK,N686NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
687DL,N687DL,757-200,239.0,206.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
687NK,N687NK,A321-200,220.0,189.0,Spirit Airlines,D,22,0,0,0,22,0,1.0,Narrow,36.0
