TAIL_KEY,TAIL_NUM,MODEL_STD,MAX_SEATS,EXPECTED_PASSENGERS,AIRLINE_NAME,CONCOURSE,GATE_COUNT,A_GATES,B_GATES,C_GATES,D_GATES,E_GATES,NUM_DOORS_USED,SEAT_LAYOUT,AVG_ROW_NUM
304FR,N304FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
304JB,N304JB,E190,112.0,96.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,25.0
304KM,N304KM,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
304PQ,N304PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
304RB,N304RB,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
304UF,N304UF,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
3058J,N3058J,A220-300,160.0,138.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,26.0
305CL,N305CL,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
305DN,N305DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
305DU,N305DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
305FR,N305FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
305NX,N305NX,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
305PQ,N305PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
305SY,N305SY,E175,88.0,76.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,21.0
3062J,N3062J,A220-300,160.0,138.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,26.0
3065J,N3065J,A220-300,160.0,138.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,26.0
306DN,N306DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
306DU,N306DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
306JB,N306JB,E190,112.0,96.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,25.0
306NY,N306NY,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
306PB,N306PB,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
306PQ,N306PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
306RC,N306RC,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
306SP,N306SP,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
306SW,N306SW,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
306UH,N306UH,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
3077J,N3077J,A220-300,160.0,138.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,26.0
307DU,N307DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
307DX,N307DX,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
307FR,N307FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
307JB,N307JB,E190,112.0,96.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,25.0
307PQ,N307PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
307TA,N307TA,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
307UJ,N307UJ,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
3085J,N3085J,A220-300,160.0,138.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,26.0
308DN,N308DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
308DU,N308DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
308FR,N308FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
308LD,N308LD,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
308NV,308NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
308PQ,N308PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
308RD,N308RD,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
308SY,N308SY,E175,88.0,76.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,21.0
308TB,N308TB,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
309DN,N309DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
309DU,N309DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
309FR,N309FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
309NV,309NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
309PC,N309PC,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
309PQ,N309PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
309UL,N309UL,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
309US,N309US,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
3102J,N3102J,A220-300,160.0,138.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,26.0
310DN,N310DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
310DU,N310DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
310FR,N310FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
310JZ,N310JZ,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
310PQ,N310PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
310RF,N310RF,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
3112J,N3112J,A220-300,160.0,138.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,26.0
3113J,N3113J,A220-300,160.0,138.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,26.0
3115J,N3115J,A220-300,160.0,138.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,26.0
3118J,N3118J,A220-300,160.0,138.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,26.0
311DN,N311DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
311DU,N311DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
311FR,N311FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
311NV,311NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
311PQ,N311PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
311VE,N311VE,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
312BT,N312BT,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
312DN,N312DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
312FR,N312FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
312NV,312NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
312US,N312US,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
313BS,N313BS,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
313DN,N313DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
313DU,N313DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
313FR,N313FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
313NV,313NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
313PQ,N313PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
313SB,N313SB,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
313SY,N313SY,E175,88.0,76.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,21.0
31412,N31412,737-900,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
314DN,N314DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
314NB,N314NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
314PD,N314PD,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
314PQ,N314PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
314RH,N314RH,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
315DN,N315DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
315NB,N315NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
315NH,N315NH,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
315NV,315NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
315PE,N315PE,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
315PQ,N315PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
315RJ,N315RJ,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
315SD,N315SD,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
316DN,N316DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
316FR,N316FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
316GS,N316GS,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
316JB,N316JB,E190,112.0,96.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,25.0
316NB,N316NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
316NV,316NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
316PF,N316PF,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
316PQ,N316PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
316RK,N316RK,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
316SE,N316SE,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
317DN,N317DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
317FR,N317FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
317JB,N317JB,E190,112.0,96.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,25.0
317NB,N317NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
317NV,317NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
317PG,N317PG,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
317SY,N317SY,E175,88.0,76.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,21.0
317TB,N317TB,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
317US,N317US,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
318DU,N318DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
318DX,N318DX,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
318FR,N318FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
318JB,N318JB,E190,112.0,96.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,25.0
318NB,N318NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
318SF,N318SF,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
318TD,N318TD,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
319DN,N319DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
319DU,N319DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
319NB,N319NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
319NV,319NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
319PQ,N319PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
319TE,N319TE,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
319US,N319US,A320-200,194.0,167.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,30.0
320DN,N320DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
320DU,N320DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
320NB,N320NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
320NV,320NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
320PQ,N320PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
320SY,N320SY,E175,88.0,76.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,21.0
320TF,N320TF,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
320US,N320US,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
321DH,N321DH,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
321DU,N321DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
321JS,N321JS,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
321NB,N321NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
321NV,321NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
321RL,N321RL,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
321TG,N321TG,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
321US,N321US,A320-200,194.0,167.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,30.0
322DN,N322DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
322FR,N322FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
322NB,N322NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
322TH,N322TH,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
323DN,N323DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
323FR,N323FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
323JB,N323JB,E190,112.0,96.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,25.0
323NB,N323NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
323RM,N323RM,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
323SG,N323SG,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
323US,N323US,A320-200,194.0,167.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,30.0
32404,N32404,737-900,220.0,189.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,34.0
324DX,N324DX,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
324FR,N324FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
324JB,N324JB,E190,112.0,96.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,25.0
324NB,N324NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
324NV,324NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
324PQ,N324PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
324RA,N324RA,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
324RN,N324RN,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
324SH,N324SH,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
324SY,N324SY,E175,88.0,76.0,SkyWest Airlines,D,22,0,0,0,22,0,1.0,Narrow,21.0
324US,N324US,A320-200,194.0,167.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,30.0
325DN,N325DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
325DU,N325DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
325NB,N325NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
325NV,325NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
325PQ,N325PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
325US,N325US,A320-200,194.0,167.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,30.0
326DN,N326DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
326DU,N326DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
326FR,N326FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
326NB,N326NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
326NV,326NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
326PQ,N326PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
326RP,N326RP,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
326SJ,N326SJ,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
326US,N326US,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
327DN,N327DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
327DU,N327DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
327NB,N327NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
327NV,327NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
327NW,N327NW,A320-200,194.0,167.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,30.0
327SK,N327SK,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
328DN,N328DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
328FR,N328FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
328JB,N328JB,E190,112.0,96.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,25.0
328NB,N328NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
328NV,328NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
328NW,N328NW,A320-200,194.0,167.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,30.0
328RR,N328RR,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
328TC,N328TC,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
329DD,N329DD,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
329DN,N329DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
329FR,N329FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
329JB,N329JB,E190,112.0,96.0,JetBlue Airways,E,5,0,0,0,0,5,1.0,Narrow,25.0
329NB,N329NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
329NW,N329NW,A320-200,194.0,167.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,30.0
329PQ,N329PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
329SL,N329SL,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
330DU,N330DU,A220-300,160.0,138.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
330DX,N330DX,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
330FR,N330FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
330NV,330NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
330NW,N330NW,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
330PQ,N330PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
330TJ,N330TJ,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
331DN,N331DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
331FR,N331FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
331NB,N331NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
331NV,331NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
331NW,N331NW,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
331PQ,N331PQ,CRJ900,90.0,77.0,Endeavor Air (Delta Connection),D,22,0,0,0,22,0,1.0,Narrow,21.0
331TK,N331TK,737 MAX 8,210.0,181.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
33203,N33203,737-800,189.0,163.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
33209,N33209,737-800,189.0,163.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
33262,N33262,737-800,189.0,163.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
33264,N33264,737-800,189.0,163.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
33266,N33266,737-800,189.0,163.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
33284,N33284,737-800,189.0,163.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
33286,N33286,737-800,189.0,163.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
33289,N33289,737-800,189.0,163.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
33292,N33292,737-800,189.0,163.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
33294,N33294,737-800,189.0,163.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
332DN,N332DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
332FR,N332FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
332JG,N332JG,E175,88.0,76.0,Envoy Air (American Eagle),D,22,0,0,0,22,0,1.0,Narrow,21.0
332NB,N332NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
332NW,N332NW,NAN,,,Delta Air Lines,D,22,0,0,0,22,0,,,
333DX,N333DX,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
333NB,N333NB,A319-100,156.0,134.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,27.0
333NV,333NV,A319-100,156.0,134.0,Allegiant Air,E,5,0,0,0,0,5,1.0,Narrow,27.0
333NW,N333NW,A320-200,194.0,167.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,30.0
334DN,N334DN,A321-200,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,36.0
334FR,N334FR,A320-200,194.0,167.0,Frontier Airlines,D,22,0,0,0,22,0,1.0,Narrow,30.0
