TAIL_NUM,MFR,MODEL,MODEL_STD,YEAR MFR,MAX_SEATS
N103US,AIRBUS INDUSTRIE,A320-214,A320-200,1999.0,194.0
N104UW,AIRBUS INDUSTRIE,A320-214,A320-200,1999.0,194.0
N105UW,AIRBUS INDUSTRIE,A320-214,A320-200,1999.0,194.0
N107US,AIRBUS INDUSTRIE,A320-214,A320-200,1999.0,194.0
N108UW,AIRBUS INDUSTRIE,A320-214,A320-200,1999.0,194.0
N109UW,AIRBUS INDUSTRIE,A320-214,A320-200,1999.0,194.0
N110UW,AIRBUS INDUSTRIE,A320-214,A320-200,1999.0,194.0
N111US,AIRBUS INDUSTRIE,A320-214,A320-200,1999.0,194.0
N112US,AIRBUS INDUSTRIE,A320-214,A320-200,1999.0,194.0
N114UW,AIRBUS INDUSTRIE,A320-214,A320-200,1999.0,194.0
N117UW,AIRBUS INDUSTRIE,A320-214,A320-200,2000.0,194.0
N118US,AIRBUS INDUSTRIE,A320-214,A320-200,2000.0,194.0
N119US,AIRBUS INDUSTRIE,A320-214,A320-200,2000.0,194.0
N121UW,AIRBUS INDUSTRIE,A320-214,A320-200,2000.0,194.0
N122US,AIRBUS INDUSTRIE,A320-214,A320-200,2000.0,194.0
N123UW,AIRBUS INDUSTRIE,A320-214,A320-200,2000.0,194.0
N124US,AIRBUS INDUSTRIE,A320-214,A320-200,2000.0,194.0
N401UA,AIRBUS INDUSTRIE,A320-232,A320-200,1993.0,194.0
N402UA,AIRBUS INDUSTRIE,A320-232,A320-200,1993.0,194.0
N404UA,AIRBUS INDUSTRIE,A320-232,A320-200,1993.0,194.0
N406UA,AIRBUS INDUSTRIE,A320-232,A320-200,1994.0,194.0
N425UA,AIRBUS INDUSTRIE,A320-232,A320-200,1995.0,194.0
N426UA,AIRBUS INDUSTRIE,A320-232,A320-200,1995.0,194.0
N427UA,AIRBUS INDUSTRIE,A320-232,A320-200,1995.0,194.0
N428UA,AIRBUS INDUSTRIE,A320-232,A320-200,1995.0,194.0
N429UA,AIRBUS INDUSTRIE,A320-232,A320-200,1995.0,194.0
N430UA,AIRBUS INDUSTRIE,A320-232,A320-200,1996.0,194.0
N431UA,AIRBUS INDUSTRIE,A320-232,A320-200,1996.0,194.0
N432UA,AIRBUS INDUSTRIE,A320-232,A320-200,1996.0,194.0
N433UA,AIRBUS INDUSTRIE,A320-232,A320-200,1996.0,194.0
N434UA,AIRBUS INDUSTRIE,A320-232,A320-200,1996.0,194.0
N435UA,AIRBUS INDUSTRIE,A320-232,A320-200,1996.0,194.0
N436UA,AIRBUS INDUSTRIE,A320-232,A320-200,1996.0,194.0
N437UA,AIRBUS INDUSTRIE,A320-232,A320-200,1997.0,194.0
N438UA,AIRBUS INDUSTRIE,A320-232,A320-200,1997.0,194.0
N439UA,AIRBUS INDUSTRIE,A320-232,A320-200,1997.0,194.0
N440UA,AIRBUS INDUSTRIE,A320-232,A320-200,1997.0,194.0
N441UA,AIRBUS INDUSTRIE,A320-232,A320-200,1997.0,194.0
N442UA,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N443UA,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N444UA,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N445UA,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N446UA,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N447UA,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N448UA,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N449UA,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N451UA,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N452UA,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N453UA,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N454UA,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N455UA,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N456UA,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N457UA,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N458UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N459UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N460UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N461UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N462UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N463UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N464UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N465UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N466UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N467UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N468UA,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N469UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N470UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N471UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N472UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N473UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N474UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N475UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N476UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N477UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N478UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N479UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N480UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N481UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N482UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N483UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N484UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N485UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N486UA,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N487UA,AIRBUS INDUSTRIE,A320-232,A320-200,2002.0,194.0
N488UA,AIRBUS INDUSTRIE,A320-232,A320-200,2002.0,194.0
N519JB,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N604AW,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N607NK,AIRBUS INDUSTRIE,A320-232,A320-200,2011.0,194.0
N647AW,AIRBUS INDUSTRIE,A320-232,A320-200,1997.0,194.0
N649AW,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N650AW,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N651AW,AIRBUS INDUSTRIE,A320-232,A320-200,1998.0,194.0
N652AW,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N653AW,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N654AW,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N655AW,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N656AW,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N657AW,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N658AW,AIRBUS INDUSTRIE,A320-232,A320-200,1999.0,194.0
N659AW,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N660AW,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N661AW,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N662AW,AIRBUS INDUSTRIE,A320-232,A320-200,2000.0,194.0
N663AW,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N664AW,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N665AW,AIRBUS INDUSTRIE,A320-232,A320-200,2001.0,194.0
N667AW,AIRBUS INDUSTRIE,A320-232,A320-200,2002.0,194.0
N161UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N162UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N163US,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N165US,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N167US,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N169UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N170US,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N171US,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N172US,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N173US,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N174US,AIRBUS INDUSTRIE,A321-211,A321-200,,220.0
N176UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N177US,AIRBUS INDUSTRIE,A321-211,A321-200,,220.0
N178US,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N179UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N180US,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N181UW,AIRBUS INDUSTRIE,A321-211,A321-200,,220.0
N182UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N183UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N184US,AIRBUS INDUSTRIE,A321-211,A321-200,2002.0,220.0
N185UW,AIRBUS INDUSTRIE,A321-211,A321-200,2002.0,220.0
N189UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N190UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N191UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N192UW,AIRBUS INDUSTRIE,A321-211,A321-200,2001.0,220.0
N115NN,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N118NN,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N120EE,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N572UW,AIRBUS INDUSTRIE,A321-231,A321-200,2013.0,220.0
N573UW,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N575UW,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N576UW,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N578UW,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N579UW,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N581UW,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N582UW,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N583UW,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N584UW,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N585UW,AIRBUS INDUSTRIE,A321-231,A321-200,2014.0,220.0
N577DN,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N578DN,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N580DT,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N583DT,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N585DN,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N587DT,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N588DT,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N589DT,AIRBUS S A S,A321-271NX,A321-200,2025.0,220.0
N591DT,AIRBUS S A S,A321-271NX,A321-200,2025.0,220.0
N592DT,AIRBUS S A S,A321-271NX,A321-200,2025.0,220.0
N619FR,AIRBUS S A S,A321-271NX,A321-200,2023.0,220.0
N638FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N640FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N641FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N642FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N644FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N648FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N650FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N651FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N652FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N653FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N654FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N655FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N657FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N658FR,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N664FR,AIRBUS S A S,A321-271NX,A321-200,2025.0,220.0
N667FR,AIRBUS S A S,A321-271NX,A321-200,2025.0,220.0
N703NK,AIRBUS S A S,A321-271NX,A321-200,2023.0,220.0
N706NK,AIRBUS S A S,A321-271NX,A321-200,2023.0,220.0
N709NK,AIRBUS S A S,A321-271NX,A321-200,2023.0,220.0
N710NK,AIRBUS S A S,A321-271NX,A321-200,2023.0,220.0
N712NK,AIRBUS S A S,A321-271NX,A321-200,2023.0,220.0
N716NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N717NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N718NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N720NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N721NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N723NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N724NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N725NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N726NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N728NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N729NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N730NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N731NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N732NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N737NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N739NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N740NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N741NK,AIRBUS S A S,A321-271NX,A321-200,2024.0,220.0
N742NK,AIRBUS S A S,A321-271NX,A321-200,2025.0,220.0
N744NK,AIRBUS S A S,A321-271NX,A321-200,2025.0,220.0
N745NK,AIRBUS S A S,A321-271NX,A321-200,,220.0
N746NK,AIRBUS S A S,A321-271NX,A321-200,2025.0,220.0
N352FR,AIRBUS SAS,A320-251N,A320-200,2019.0,194.0
N928NK,AIRBUS SAS,A320-271N,A320-200,2019.0,194.0
N966NK,AIRBUS SAS,A320-271N,A320-200,2022.0,194.0
N970NK,AIRBUS SAS,A320-271N,A320-200,2022.0,194.0
N971NK,AIRBUS SAS,A320-271N,A320-200,2022.0,194.0
N974NK,AIRBUS SAS,A320-271N,A320-200,2023.0,194.0
N979NK,AIRBUS SAS,A320-271N,A320-200,2023.0,194.0
N986NK,AIRBUS SAS,A320-271N,A320-200,2023.0,194.0
N988NK,AIRBUS SAS,A320-271N,A320-200,2024.0,194.0
N112DN,AIRBUS SAS,A321-211,A321-200,2021.0,220.0
N116DN,AIRBUS SAS,A321-211,A321-200,2021.0,220.0
N386DN,AIRBUS SAS,A321-211,A321-200,2019.0,220.0
N388DN,AIRBUS SAS,A321-211,A321-200,2019.0,220.0
N393DN,AIRBUS SAS,A321-211,A321-200,2019.0,220.0
N395DZ,AIRBUS SAS,A321-211,A321-200,2019.0,220.0
N301DV,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N302DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N303DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N304DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N305DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N306DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N307DX,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N308DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N309DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N310DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N311DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N312DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N313DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N314DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N315DN,AIRBUS SAS,A321-213,A321-200,2016.0,220.0
N316DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N317DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N318DX,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N319DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N320DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N321DH,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N322DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N323DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N324DX,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N325DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N326DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N327DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N328DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N329DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N330DX,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N331DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N332DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N333DX,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N334DN,AIRBUS SAS,A321-213,A321-200,2017.0,220.0
N335DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N336DX,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N337DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N338DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N339DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N340DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N355DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N356DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N357DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N358DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N360DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N361DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N362DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N363DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N364DX,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N365DN,AIRBUS SAS,A321-213,A321-200,2018.0,220.0
N17254,BOEING,737-8,737 MAX 8,2021.0,210.0
N17262,BOEING,737-8,737 MAX 8,2021.0,210.0
N17264,BOEING,737-8,737 MAX 8,2021.0,210.0
N17265,BOEING,737-8,737 MAX 8,2021.0,210.0
N17272,BOEING,737-8,737 MAX 8,2022.0,210.0
N17279,BOEING,737-8,737 MAX 8,2022.0,210.0
N17285,BOEING,737-8,737 MAX 8,2022.0,210.0
N17289,BOEING,737-8,737 MAX 8,2023.0,210.0
N17294,BOEING,737-8,737 MAX 8,2023.0,210.0
N17296,BOEING,737-8,737 MAX 8,2023.0,210.0
N17300,BOEING,737-8,737 MAX 8,2023.0,210.0
N17301,BOEING,737-8,737 MAX 8,2023.0,210.0
N17302,BOEING,737-8,737 MAX 8,2023.0,210.0
N17303,BOEING,737-8,737 MAX 8,2023.0,210.0
N17306,BOEING,737-8,737 MAX 8,2023.0,210.0
N17309,BOEING,737-8,737 MAX 8,2023.0,210.0
N17310,BOEING,737-8,737 MAX 8,2023.0,210.0
N17311,BOEING,737-8,737 MAX 8,2023.0,210.0
N17312,BOEING,737-8,737 MAX 8,2019.0,210.0
N17314,BOEING,737-8,737 MAX 8,2023.0,210.0
N17315,BOEING,737-8,737 MAX 8,2024.0,210.0
N17316,BOEING,737-8,737 MAX 8,2023.0,210.0
N17317,BOEING,737-8,737 MAX 8,2023.0,210.0
N17320,BOEING,737-8,737 MAX 8,2023.0,210.0
N17321,BOEING,737-8,737 MAX 8,2023.0,210.0
N17322,BOEING,737-8,737 MAX 8,2023.0,210.0
N17326,BOEING,737-8,737 MAX 8,2023.0,210.0
N17327,BOEING,737-8,737 MAX 8,,210.0
N17328,BOEING,737-8,737 MAX 8,2023.0,210.0
N17329,BOEING,737-8,737 MAX 8,2023.0,210.0
N17331,BOEING,737-8,737 MAX 8,2024.0,210.0
N17333,BOEING,737-8,737 MAX 8,,210.0
N17335,BOEING,737-8,737 MAX 8,2024.0,210.0
N17336,BOEING,737-8,737 MAX 8,2024.0,210.0
N17337,BOEING,737-8,737 MAX 8,2024.0,210.0
N17338,BOEING,737-8,737 MAX 8,2024.0,210.0
N17339,BOEING,737-8,737 MAX 8,2024.0,210.0
N17341,BOEING,737-8,737 MAX 8,2024.0,210.0
N17344,BOEING,737-8,737 MAX 8,2024.0,210.0
N17346,BOEING,737-8,737 MAX 8,2024.0,210.0
N17347,BOEING,737-8,737 MAX 8,2024.0,210.0
N17349,BOEING,737-8,737 MAX 8,2024.0,210.0
N17355,BOEING,737-8,737 MAX 8,2024.0,210.0
N17356,BOEING,737-8,737 MAX 8,2024.0,210.0
N17358,BOEING,737-8,737 MAX 8,2024.0,210.0
N17359,BOEING,737-8,737 MAX 8,2025.0,210.0
N17361,BOEING,737-8,737 MAX 8,2024.0,210.0
N17362,BOEING,737-8,737 MAX 8,2024.0,210.0
N17363,BOEING,737-8,737 MAX 8,2025.0,210.0
N17364,BOEING,737-8,737 MAX 8,2025.0,210.0
N1801U,BOEING,737-8,737 MAX 8,2022.0,210.0
N1802U,BOEING,737-8,737 MAX 8,2022.0,210.0
N1803U,BOEING,737-8,737 MAX 8,2022.0,210.0
N1804U,BOEING,737-8,737 MAX 8,2022.0,210.0
N1805U,BOEING,737-8,737 MAX 8,2022.0,210.0
N1806U,BOEING,737-8,737 MAX 8,2022.0,210.0
N1807U,BOEING,737-8,737 MAX 8,2022.0,210.0
N1808U,BOEING,737-8,737 MAX 8,2022.0,210.0
N1809U,BOEING,737-8,737 MAX 8,2022.0,210.0
N1810U,BOEING,737-8,737 MAX 8,2022.0,210.0
N1811U,BOEING,737-8,737 MAX 8,2022.0,210.0
N27251,BOEING,737-8,737 MAX 8,2021.0,210.0
N27252,BOEING,737-8,737 MAX 8,2021.0,210.0
N27253,BOEING,737-8,737 MAX 8,2021.0,210.0
N27255,BOEING,737-8,737 MAX 8,2021.0,210.0
N27256,BOEING,737-8,737 MAX 8,2021.0,210.0
N27258,BOEING,737-8,737 MAX 8,2021.0,210.0
N27260,BOEING,737-8,737 MAX 8,2021.0,210.0
N27261,BOEING,737-8,737 MAX 8,2021.0,210.0
N27263,BOEING,737-8,737 MAX 8,2021.0,210.0
N27266,BOEING,737-8,737 MAX 8,2021.0,210.0
N27267,BOEING,737-8,737 MAX 8,2022.0,210.0
N27268,BOEING,737-8,737 MAX 8,2022.0,210.0
N27269,BOEING,737-8,737 MAX 8,2022.0,210.0
N27270,BOEING,737-8,737 MAX 8,2022.0,210.0
N27271,BOEING,737-8,737 MAX 8,2022.0,210.0
N27273,BOEING,737-8,737 MAX 8,2022.0,210.0
N27274,BOEING,737-8,737 MAX 8,2022.0,210.0
N27276,BOEING,737-8,737 MAX 8,2021.0,210.0
N27277,BOEING,737-8,737 MAX 8,2022.0,210.0
N27283,BOEING,737-8,737 MAX 8,2023.0,210.0
N27287,BOEING,737-8,737 MAX 8,2023.0,210.0
N27290,BOEING,737-8,737 MAX 8,2023.0,210.0
N27292,BOEING,737-8,737 MAX 8,2023.0,210.0
N27304,BOEING,737-8,737 MAX 8,2023.0,210.0
N27323,BOEING,737-8,737 MAX 8,2023.0,210.0
N27366,BOEING,737-8,737 MAX 8,2025.0,210.0
N302SA,BOEING,737-8,737 MAX 8,2019.0,210.0
N302SS,BOEING,737-8,737 MAX 8,,210.0
N303RE,BOEING,737-8,737 MAX 8,2018.0,210.0
N303RG,BOEING,737-8,737 MAX 8,2018.0,210.0
N303UE,BOEING,737-8,737 MAX 8,2025.0,210.0
N304RB,BOEING,737-8,737 MAX 8,2017.0,210.0
N304UF,BOEING,737-8,737 MAX 8,2025.0,210.0
N306RC,BOEING,737-8,737 MAX 8,2017.0,210.0
N306SP,BOEING,737-8,737 MAX 8,2021.0,210.0
N306SW,BOEING,737-8,737 MAX 8,2021.0,210.0
N306UH,BOEING,737-8,737 MAX 8,2025.0,210.0
N307TA,BOEING,737-8,737 MAX 8,2023.0,210.0
N307UJ,BOEING,737-8,737 MAX 8,2025.0,210.0
N308RD,BOEING,737-8,737 MAX 8,2017.0,210.0
N308TB,BOEING,737-8,737 MAX 8,2023.0,210.0
N309UL,BOEING,737-8,737 MAX 8,2025.0,210.0
N310RF,BOEING,737-8,737 MAX 8,2018.0,210.0
N313SB,BOEING,737-8,737 MAX 8,2019.0,210.0
N314RH,BOEING,737-8,737 MAX 8,2018.0,210.0
N315RJ,BOEING,737-8,737 MAX 8,2018.0,210.0
N315SD,BOEING,737-8,737 MAX 8,2020.0,210.0
N316RK,BOEING,737-8,737 MAX 8,2018.0,210.0
N316SE,BOEING,737-8,737 MAX 8,2020.0,210.0
N318SF,BOEING,737-8,737 MAX 8,2020.0,210.0
N318TD,BOEING,737-8,737 MAX 8,2023.0,210.0
N319TE,BOEING,737-8,737 MAX 8,2023.0,210.0
N320TF,BOEING,737-8,737 MAX 8,2023.0,210.0
N321RL,BOEING,737-8,737 MAX 8,2018.0,210.0
N321TG,BOEING,737-8,737 MAX 8,2023.0,210.0
N322TH,BOEING,737-8,737 MAX 8,2023.0,210.0
N323RM,BOEING,737-8,737 MAX 8,2018.0,210.0
N323SG,BOEING,737-8,737 MAX 8,2020.0,210.0
N324RA,BOEING,737-8,737 MAX 8,2017.0,210.0
N324RN,BOEING,737-8,737 MAX 8,2018.0,210.0
N324SH,BOEING,737-8,737 MAX 8,2020.0,210.0
N326RP,BOEING,737-8,737 MAX 8,2018.0,210.0
N326SJ,BOEING,737-8,737 MAX 8,2020.0,210.0
N327SK,BOEING,737-8,737 MAX 8,2020.0,210.0
N328RR,BOEING,737-8,737 MAX 8,2018.0,210.0
N328TC,BOEING,737-8,737 MAX 8,2023.0,210.0
N329SL,BOEING,737-8,737 MAX 8,2020.0,210.0
N330TJ,BOEING,737-8,737 MAX 8,2023.0,210.0
N331TK,BOEING,737-8,737 MAX 8,2023.0,210.0
N334SM,BOEING,737-8,737 MAX 8,2021.0,210.0
N334TL,BOEING,737-8,737 MAX 8,2023.0,210.0
N335RT,BOEING,737-8,737 MAX 8,2018.0,210.0
N335SN,BOEING,737-8,737 MAX 8,2021.0,210.0
N336RU,BOEING,737-8,737 MAX 8,2018.0,210.0
N336SR,BOEING,737-8,737 MAX 8,2021.0,210.0
N336TM,BOEING,737-8,737 MAX 8,2023.0,210.0
