TAIL_NUM,MFR,MODEL,MODEL_STD,YEAR MFR,MAX_SEATS
N285WN,BOEING,737-7H4,737-700,2007.0,149.0
N286WN,BOEING,737-7H4,737-700,2004.0,149.0
N287WN,BOEING,737-7H4,737-700,2007.0,149.0
N288WN,BOEING,737-7H4,737-700,2007.0,149.0
N289CT,BOEING,737-7H4,737-700,2007.0,149.0
N290WN,BOEING,737-7H4,737-700,2007.0,149.0
N291WN,BOEING,737-7H4,737-700,2007.0,149.0
N292WN,BOEING,737-7H4,737-700,2007.0,149.0
N293WN,BOEING,737-7H4,737-700,2007.0,149.0
N294WN,BOEING,737-7H4,737-700,2007.0,149.0
N295WN,BOEING,737-7H4,737-700,2007.0,149.0
N296WN,BOEING,737-7H4,737-700,2007.0,149.0
N297WN,BOEING,737-7H4,737-700,2007.0,149.0
N298WN,BOEING,737-7H4,737-700,2007.0,149.0
N299WN,BOEING,737-7H4,737-700,,149.0
N409WN,BOEING,737-7H4,737-700,2001.0,149.0
N410WN,BOEING,737-7H4,737-700,2001.0,149.0
N413WN,BOEING,737-7H4,737-700,2001.0,149.0
N420WN,BOEING,737-7H4,737-700,2001.0,149.0
N421LV,BOEING,737-7H4,737-700,2001.0,149.0
N422WN,BOEING,737-7H4,737-700,2002.0,149.0
N423WN,BOEING,737-7H4,737-700,2002.0,149.0
N424WN,BOEING,737-7H4,737-700,2002.0,149.0
N425LV,BOEING,737-7H4,737-700,2002.0,149.0
N426WN,BOEING,737-7H4,737-700,2002.0,149.0
N427WN,BOEING,737-7H4,737-700,2002.0,149.0
N428WN,BOEING,737-7H4,737-700,2002.0,149.0
N429WN,BOEING,737-7H4,737-700,2002.0,149.0
N431WN,BOEING,737-7H4,737-700,2002.0,149.0
N435WN,BOEING,737-7H4,737-700,2003.0,149.0
N436WN,BOEING,737-7H4,737-700,2003.0,149.0
N437WN,BOEING,737-7H4,737-700,2003.0,149.0
N438WN,BOEING,737-7H4,737-700,2003.0,149.0
N439WN,BOEING,737-7H4,737-700,2003.0,149.0
N440LV,BOEING,737-7H4,737-700,2003.0,149.0
N441WN,BOEING,737-7H4,737-700,2003.0,149.0
N442WN,BOEING,737-7H4,737-700,2003.0,149.0
N443WN,BOEING,737-7H4,737-700,2003.0,149.0
N444WN,BOEING,737-7H4,737-700,2003.0,149.0
N445WN,BOEING,737-7H4,737-700,2003.0,149.0
N446WN,BOEING,737-7H4,737-700,2003.0,149.0
N447WN,BOEING,737-7H4,737-700,2003.0,149.0
N448WN,BOEING,737-7H4,737-700,2003.0,149.0
N449WN,BOEING,737-7H4,737-700,2003.0,149.0
N451WN,BOEING,737-7H4,737-700,2004.0,149.0
N452WN,BOEING,737-7H4,737-700,2004.0,149.0
N453WN,BOEING,737-7H4,737-700,2004.0,149.0
N454WN,BOEING,737-7H4,737-700,2004.0,149.0
N455WN,BOEING,737-7H4,737-700,2004.0,149.0
N456WN,BOEING,737-7H4,737-700,2004.0,149.0
N457WN,BOEING,737-7H4,737-700,2004.0,149.0
N458WN,BOEING,737-7H4,737-700,2004.0,149.0
N459WN,BOEING,737-7H4,737-700,2004.0,149.0
N460WN,BOEING,737-7H4,737-700,2004.0,149.0
N461WN,BOEING,737-7H4,737-700,2004.0,149.0
N462WN,BOEING,737-7H4,737-700,2004.0,149.0
N463WN,BOEING,737-7H4,737-700,2004.0,149.0
N464WN,BOEING,737-7H4,737-700,2004.0,149.0
N465WN,BOEING,737-7H4,737-700,2004.0,149.0
N467WN,BOEING,737-7H4,737-700,2004.0,149.0
N468WN,BOEING,737-7H4,737-700,2004.0,149.0
N469WN,BOEING,737-7H4,737-700,2004.0,149.0
N470WN,BOEING,737-7H4,737-700,2004.0,149.0
N472WN,BOEING,737-7H4,737-700,2004.0,149.0
N473WN,BOEING,737-7H4,737-700,2004.0,149.0
N474WN,BOEING,737-7H4,737-700,2004.0,149.0
N475WN,BOEING,737-7H4,737-700,2004.0,149.0
N476WN,BOEING,737-7H4,737-700,2004.0,149.0
N477WN,BOEING,737-7H4,737-700,2004.0,149.0
N478WN,BOEING,737-7H4,737-700,2004.0,149.0
N479WN,BOEING,737-7H4,737-700,2004.0,149.0
N480WN,BOEING,737-7H4,737-700,2004.0,149.0
N481WN,BOEING,737-7H4,737-700,2004.0,149.0
N482WN,BOEING,737-7H4,737-700,2004.0,149.0
N483WN,BOEING,737-7H4,737-700,2004.0,149.0
N485WN,BOEING,737-7H4,737-700,2004.0,149.0
N486WN,BOEING,737-7H4,737-700,2004.0,149.0
N487WN,BOEING,737-7H4,737-700,2004.0,149.0
N488WN,BOEING,737-7H4,737-700,2004.0,149.0
N489WN,BOEING,737-7H4,737-700,2004.0,149.0
N491WN,BOEING,737-7H4,737-700,2004.0,149.0
N494WN,BOEING,737-7H4,737-700,2004.0,149.0
N495WN,BOEING,737-7H4,737-700,2004.0,149.0
N497WN,BOEING,737-7H4,737-700,2004.0,149.0
N498WN,BOEING,737-7H4,737-700,2005.0,149.0
N499WN,BOEING,737-7H4,737-700,2005.0,149.0
N749SW,BOEING,737-7H4,737-700,1999.0,149.0
N757LV,BOEING,737-7H4,737-700,1999.0,149.0
N765SW,BOEING,737-7H4,737-700,2000.0,149.0
N778SW,BOEING,737-7H4,737-700,2000.0,149.0
N783SW,BOEING,737-7H4,737-700,2000.0,149.0
N900WN,BOEING,737-7H4,737-700,2007.0,149.0
N901WN,BOEING,737-7H4,737-700,2007.0,149.0
N902WN,BOEING,737-7H4,737-700,2007.0,149.0
N903WN,BOEING,737-7H4,737-700,2007.0,149.0
N904WN,BOEING,737-7H4,737-700,2008.0,149.0
N906WN,BOEING,737-7H4,737-700,2008.0,149.0
N907WN,BOEING,737-7H4,737-700,2008.0,149.0
N908WN,BOEING,737-7H4,737-700,2008.0,149.0
N909WN,BOEING,737-7H4,737-700,2008.0,149.0
N910WN,BOEING,737-7H4,737-700,2008.0,149.0
N912WN,BOEING,737-7H4,737-700,2008.0,149.0
N913WN,BOEING,737-7H4,737-700,2008.0,149.0
N914WN,BOEING,737-7H4,737-700,2008.0,149.0
N915WN,BOEING,737-7H4,737-700,2008.0,149.0
N917WN,BOEING,737-7H4,737-700,2008.0,149.0
N919WN,BOEING,737-7H4,737-700,2008.0,149.0
N920WN,BOEING,737-7H4,737-700,2008.0,149.0
N922WN,BOEING,737-7H4,737-700,2008.0,149.0
N923WN,BOEING,737-7H4,737-700,2008.0,149.0
N924WN,BOEING,737-7H4,737-700,2008.0,149.0
N925WN,BOEING,737-7H4,737-700,2008.0,149.0
N926WN,BOEING,737-7H4,737-700,2008.0,149.0
N927WN,BOEING,737-7H4,737-700,,149.0
N928WN,BOEING,737-7H4,737-700,2008.0,149.0
N929WN,BOEING,737-7H4,737-700,2008.0,149.0
N930WN,BOEING,737-7H4,737-700,2009.0,149.0
N931WN,BOEING,737-7H4,737-700,2009.0,149.0
N932WN,BOEING,737-7H4,737-700,2009.0,149.0
N936WN,BOEING,737-7H4,737-700,2009.0,149.0
N937WN,BOEING,737-7H4,737-700,2009.0,149.0
N938WN,BOEING,737-7H4,737-700,2009.0,149.0
N939WN,BOEING,737-7H4,737-700,2009.0,149.0
N940WN,BOEING,737-7H4,737-700,2009.0,149.0
N941WN,BOEING,737-7H4,737-700,2009.0,149.0
N942WN,BOEING,737-7H4,737-700,2009.0,149.0
N943WN,BOEING,737-7H4,737-700,2010.0,149.0
N944WN,BOEING,737-7H4,737-700,2010.0,149.0
N945WN,BOEING,737-7H4,737-700,2010.0,149.0
N946WN,BOEING,737-7H4,737-700,2010.0,149.0
N947WN,BOEING,737-7H4,737-700,2010.0,149.0
N948WN,BOEING,737-7H4,737-700,2010.0,149.0
N949WN,BOEING,737-7H4,737-700,2010.0,149.0
N950WN,BOEING,737-7H4,737-700,2010.0,149.0
N951WN,BOEING,737-7H4,737-700,2010.0,149.0
N952WN,BOEING,737-7H4,737-700,2010.0,149.0
N953WN,BOEING,737-7H4,737-700,2010.0,149.0
N954WN,BOEING,737-7H4,737-700,2011.0,149.0
N955WN,BOEING,737-7H4,737-700,2011.0,149.0
N956WN,BOEING,737-7H4,737-700,2011.0,149.0
N957WN,BOEING,737-7H4,737-700,2011.0,149.0
N958WN,BOEING,737-7H4,737-700,2011.0,149.0
N959WN,BOEING,737-7H4,737-700,2011.0,149.0
N960WN,BOEING,737-7H4,737-700,2011.0,149.0
N961WN,BOEING,737-7H4,737-700,2011.0,149.0
N962WN,BOEING,737-7H4,737-700,2011.0,149.0
N963WN,BOEING,737-7H4,737-700,2011.0,149.0
N964WN,BOEING,737-7H4,737-700,2011.0,149.0
N965WN,BOEING,737-7H4,737-700,2011.0,149.0
N966WN,BOEING,737-7H4,737-700,2011.0,149.0
N967WN,BOEING,737-7H4,737-700,2011.0,149.0
N968WN,BOEING,737-7H4,737-700,2011.0,149.0
N969WN,BOEING,737-7H4,737-700,2011.0,149.0
N7880D,BOEING,737-7K5,737-700,2007.0,149.0
N7878A,BOEING,737-7K9,737-700,2005.0,149.0
N7879A,BOEING,737-7K9,737-700,2005.0,149.0
N7841A,BOEING,737-7L9,737-700,2001.0,149.0
N7859B,BOEING,737-7Q8,737-700,2002.0,149.0
N7863A,BOEING,737-7Q8,737-700,2002.0,149.0
N7864B,BOEING,737-7Q8,737-700,2001.0,149.0
N7865A,BOEING,737-7Q8,737-700,2002.0,149.0
N7866A,BOEING,737-7Q8,737-700,2002.0,149.0
N7867A,BOEING,737-7Q8,737-700,,149.0
N7873A,BOEING,737-7Q8,737-700,2004.0,149.0
N7874B,BOEING,737-7Q8,737-700,2004.0,149.0
N7875A,BOEING,737-7Q8,737-700,2004.0,149.0
N7876A,BOEING,737-7Q8,737-700,2004.0,149.0
N7877H,BOEING,737-7Q8,737-700,2005.0,149.0
N12754,BOEING,737-7V3,737-700,2002.0,149.0
N17753,BOEING,737-7V3,737-700,2002.0,149.0
N800NN,BOEING,737-823,737-800,2009.0,189.0
N801NN,BOEING,737-823,737-800,2009.0,189.0
N802NN,BOEING,737-823,737-800,,189.0
N803NN,BOEING,737-823,737-800,,189.0
N804NN,BOEING,737-823,737-800,,189.0
N805NN,BOEING,737-823,737-800,2009.0,189.0
N806NN,BOEING,737-823,737-800,2009.0,189.0
N807NN,BOEING,737-823,737-800,,189.0
N808NN,BOEING,737-823,737-800,,189.0
N809NN,BOEING,737-823,737-800,2009.0,189.0
N810NN,BOEING,737-823,737-800,2009.0,189.0
N811NN,BOEING,737-823,737-800,2009.0,189.0
N812NN,BOEING,737-823,737-800,2009.0,189.0
N813NN,BOEING,737-823,737-800,2009.0,189.0
N814NN,BOEING,737-823,737-800,2009.0,189.0
N815NN,BOEING,737-823,737-800,2009.0,189.0
N816NN,BOEING,737-823,737-800,2009.0,189.0
N817NN,BOEING,737-823,737-800,2009.0,189.0
N818NN,BOEING,737-823,737-800,2009.0,189.0
N819NN,BOEING,737-823,737-800,2009.0,189.0
N820NN,BOEING,737-823,737-800,2009.0,189.0
N821NN,BOEING,737-823,737-800,2010.0,189.0
N822NN,BOEING,737-823,737-800,2010.0,189.0
N823NN,BOEING,737-823,737-800,2010.0,189.0
N824NN,BOEING,737-823,737-800,2010.0,189.0
N825NN,BOEING,737-823,737-800,2010.0,189.0
N826NN,BOEING,737-823,737-800,2010.0,189.0
N827NN,BOEING,737-823,737-800,2010.0,189.0
N829NN,BOEING,737-823,737-800,2010.0,189.0
N830NN,BOEING,737-823,737-800,2010.0,189.0
N831NN,BOEING,737-823,737-800,2010.0,189.0
N832NN,BOEING,737-823,737-800,2010.0,189.0
N833NN,BOEING,737-823,737-800,2010.0,189.0
N834NN,BOEING,737-823,737-800,2010.0,189.0
N835NN,BOEING,737-823,737-800,2010.0,189.0
N836NN,BOEING,737-823,737-800,2010.0,189.0
N837NN,BOEING,737-823,737-800,2010.0,189.0
N838NN,BOEING,737-823,737-800,2010.0,189.0
N839NN,BOEING,737-823,737-800,2010.0,189.0
N840NN,BOEING,737-823,737-800,2010.0,189.0
N841NN,BOEING,737-823,737-800,2010.0,189.0
N842NN,BOEING,737-823,737-800,2010.0,189.0
N843NN,BOEING,737-823,737-800,2010.0,189.0
N844NN,BOEING,737-823,737-800,2010.0,189.0
N845NN,BOEING,737-823,737-800,2010.0,189.0
N846NN,BOEING,737-823,737-800,2010.0,189.0
N847NN,BOEING,737-823,737-800,2010.0,189.0
N848NN,BOEING,737-823,737-800,2010.0,189.0
N849NN,BOEING,737-823,737-800,2010.0,189.0
N850NN,BOEING,737-823,737-800,2010.0,189.0
N851NN,BOEING,737-823,737-800,2010.0,189.0
N852NN,BOEING,737-823,737-800,2010.0,189.0
N853NN,BOEING,737-823,737-800,2010.0,189.0
N854NN,BOEING,737-823,737-800,2010.0,189.0
N855NN,BOEING,737-823,737-800,2010.0,189.0
N856NN,BOEING,737-823,737-800,2010.0,189.0
N857NN,BOEING,737-823,737-800,2010.0,189.0
N858NN,BOEING,737-823,737-800,2010.0,189.0
N859NN,BOEING,737-823,737-800,2010.0,189.0
N860NN,BOEING,737-823,737-800,2010.0,189.0
N861NN,BOEING,737-823,737-800,2010.0,189.0
N862NN,BOEING,737-823,737-800,2010.0,189.0
N863NN,BOEING,737-823,737-800,2010.0,189.0
N864NN,BOEING,737-823,737-800,2010.0,189.0
N865NN,BOEING,737-823,737-800,2010.0,189.0
N866NN,BOEING,737-823,737-800,2010.0,189.0
N867NN,BOEING,737-823,737-800,2011.0,189.0
N868NN,BOEING,737-823,737-800,2011.0,189.0
N869NN,BOEING,737-823,737-800,2011.0,189.0
N870NN,BOEING,737-823,737-800,2011.0,189.0
N871NN,BOEING,737-823,737-800,2011.0,189.0
N872NN,BOEING,737-823,737-800,2011.0,189.0
N873NN,BOEING,737-823,737-800,2011.0,189.0
N874NN,BOEING,737-823,737-800,2011.0,189.0
N875NN,BOEING,737-823,737-800,2011.0,189.0
N876NN,BOEING,737-823,737-800,2011.0,189.0
N877NN,BOEING,737-823,737-800,2011.0,189.0
N878NN,BOEING,737-823,737-800,2011.0,189.0
N879NN,BOEING,737-823,737-800,2011.0,189.0
N880NN,BOEING,737-823,737-800,2011.0,189.0
N881NN,BOEING,737-823,737-800,2011.0,189.0
N882NN,BOEING,737-823,737-800,2011.0,189.0
N883NN,BOEING,737-823,737-800,2012.0,189.0
N884NN,BOEING,737-823,737-800,2012.0,189.0
N885NN,BOEING,737-823,737-800,2012.0,189.0
N886NN,BOEING,737-823,737-800,2012.0,189.0
N887NN,BOEING,737-823,737-800,2012.0,189.0
N889NN,BOEING,737-823,737-800,2012.0,189.0
N890NN,BOEING,737-823,737-800,2012.0,189.0
N891NN,BOEING,737-823,737-800,2012.0,189.0
N892NN,BOEING,737-823,737-800,2012.0,189.0
N893NN,BOEING,737-823,737-800,2012.0,189.0
N894NN,BOEING,737-823,737-800,2012.0,189.0
N895NN,BOEING,737-823,737-800,2012.0,189.0
N896NN,BOEING,737-823,737-800,2012.0,189.0
N897NN,BOEING,737-823,737-800,2012.0,189.0
N898NN,BOEING,737-823,737-800,2012.0,189.0
N899NN,BOEING,737-823,737-800,2012.0,189.0
N901AN,BOEING,737-823,737-800,1999.0,189.0
N901NN,BOEING,737-823,737-800,2012.0,189.0
N902AN,BOEING,737-823,737-800,1999.0,189.0
N902NN,BOEING,737-823,737-800,2012.0,189.0
N903AN,BOEING,737-823,737-800,1999.0,189.0
N903NN,BOEING,737-823,737-800,2012.0,189.0
N904AN,BOEING,737-823,737-800,1999.0,189.0
N904NN,BOEING,737-823,737-800,2012.0,189.0
N905AN,BOEING,737-823,737-800,1999.0,189.0
N905NN,BOEING,737-823,737-800,2012.0,189.0
N906AN,BOEING,737-823,737-800,1999.0,189.0
N906NN,BOEING,737-823,737-800,2012.0,189.0
N907AN,BOEING,737-823,737-800,1999.0,189.0
N907NN,BOEING,737-823,737-800,2012.0,189.0
N908AN,BOEING,737-823,737-800,1999.0,189.0
N908NN,BOEING,737-823,737-800,2012.0,189.0
N909AN,BOEING,737-823,737-800,1999.0,189.0
N909NN,BOEING,737-823,737-800,2012.0,189.0
N910AN,BOEING,737-823,737-800,1999.0,189.0
N910NN,BOEING,737-823,737-800,2012.0,189.0
N912AN,BOEING,737-823,737-800,1999.0,189.0
N912NN,BOEING,737-823,737-800,2012.0,189.0
N913AN,BOEING,737-823,737-800,1999.0,189.0
N913NN,BOEING,737-823,737-800,2013.0,189.0
N914AN,BOEING,737-823,737-800,1999.0,189.0
N914NN,BOEING,737-823,737-800,2013.0,189.0
N915AN,BOEING,737-823,737-800,1999.0,189.0
N915NN,BOEING,737-823,737-800,2013.0,189.0
N916AN,BOEING,737-823,737-800,1999.0,189.0
N916NN,BOEING,737-823,737-800,2013.0,189.0
N917AN,BOEING,737-823,737-800,1999.0,189.0
N917NN,BOEING,737-823,737-800,2013.0,189.0
N918AN,BOEING,737-823,737-800,1999.0,189.0
N918NN,BOEING,737-823,737-800,2013.0,189.0
N919AN,BOEING,737-823,737-800,1999.0,189.0
N919NN,BOEING,737-823,737-800,2013.0,189.0
N920AN,BOEING,737-823,737-800,1999.0,189.0
N920NN,BOEING,737-823,737-800,2013.0,189.0
N921AN,BOEING,737-823,737-800,1999.0,189.0
N921NN,BOEING,737-823,737-800,2013.0,189.0
N922AN,BOEING,737-823,737-800,1999.0,189.0
N922NN,BOEING,737-823,737-800,2013.0,189.0
N923AN,BOEING,737-823,737-800,1999.0,189.0
N923NN,BOEING,737-823,737-800,2013.0,189.0
N924AN,BOEING,737-823,737-800,1999.0,189.0
N924NN,BOEING,737-823,737-800,2013.0,189.0
N925AN,BOEING,737-823,737-800,1999.0,189.0
N925NN,BOEING,737-823,737-800,2013.0,189.0
N926AN,BOEING,737-823,737-800,2000.0,189.0
N926NN,BOEING,737-823,737-800,2013.0,189.0
N927AN,BOEING,737-823,737-800,2000.0,189.0
N927NN,BOEING,737-823,737-800,2013.0,189.0
N928AN,BOEING,737-823,737-800,2000.0,189.0
N928NN,BOEING,737-823,737-800,2013.0,189.0
N929AN,BOEING,737-823,737-800,2000.0,189.0
N929NN,BOEING,737-823,737-800,2013.0,189.0
N930AN,BOEING,737-823,737-800,2000.0,189.0
N930NN,BOEING,737-823,737-800,2013.0,189.0
N931AN,BOEING,737-823,737-800,2000.0,189.0
N931NN,BOEING,737-823,737-800,2013.0,189.0
N932AN,BOEING,737-823,737-800,2000.0,189.0
N932NN,BOEING,737-823,737-800,2013.0,189.0
N933AN,BOEING,737-823,737-800,2000.0,189.0
N933NN,BOEING,737-823,737-800,2013.0,189.0
N934AN,BOEING,737-823,737-800,2000.0,189.0
N934NN,BOEING,737-823,737-800,2013.0,189.0
N935AN,BOEING,737-823,737-800,2000.0,189.0
N935NN,BOEING,737-823,737-800,2013.0,189.0
N936AN,BOEING,737-823,737-800,2000.0,189.0
N936NN,BOEING,737-823,737-800,2013.0,189.0
N937AN,BOEING,737-823,737-800,2000.0,189.0
N937NN,BOEING,737-823,737-800,2013.0,189.0
N938AN,BOEING,737-823,737-800,2000.0,189.0
N938NN,BOEING,737-823,737-800,2013.0,189.0
N939AN,BOEING,737-823,737-800,2000.0,189.0
N939NN,BOEING,737-823,737-800,2013.0,189.0
N940AN,BOEING,737-823,737-800,2000.0,189.0
N940NN,BOEING,737-823,737-800,2013.0,189.0
N941AN,BOEING,737-823,737-800,2000.0,189.0
N941NN,BOEING,737-823,737-800,2013.0,189.0
N942AN,BOEING,737-823,737-800,2000.0,189.0
N942NN,BOEING,737-823,737-800,2013.0,189.0
N943AN,BOEING,737-823,737-800,2000.0,189.0
N943NN,BOEING,737-823,737-800,2013.0,189.0
N944AN,BOEING,737-823,737-800,2000.0,189.0
N944NN,BOEING,737-823,737-800,2014.0,189.0
N945AN,BOEING,737-823,737-800,2000.0,189.0
N945NN,BOEING,737-823,737-800,2014.0,189.0
N946AN,BOEING,737-823,737-800,2000.0,189.0
N946NN,BOEING,737-823,737-800,2014.0,189.0
N947AN,BOEING,737-823,737-800,2000.0,189.0
N947NN,BOEING,737-823,737-800,2014.0,189.0
N948AN,BOEING,737-823,737-800,2000.0,189.0
N948NN,BOEING,737-823,737-800,2014.0,189.0
N949AN,BOEING,737-823,737-800,2000.0,189.0
N949NN,BOEING,737-823,737-800,2014.0,189.0
N950AN,BOEING,737-823,737-800,2000.0,189.0
N950NN,BOEING,737-823,737-800,2014.0,189.0
N951AA,BOEING,737-823,737-800,2000.0,189.0
N951NN,BOEING,737-823,737-800,2014.0,189.0
N952AA,BOEING,737-823,737-800,2000.0,189.0
N952NN,BOEING,737-823,737-800,2014.0,189.0
N953AN,BOEING,737-823,737-800,2001.0,189.0
N953NN,BOEING,737-823,737-800,2014.0,189.0
N954AN,BOEING,737-823,737-800,2001.0,189.0
N954NN,BOEING,737-823,737-800,2014.0,189.0
N955AN,BOEING,737-823,737-800,2001.0,189.0
N955NN,BOEING,737-823,737-800,2014.0,189.0
N956AN,BOEING,737-823,737-800,2001.0,189.0
N956NN,BOEING,737-823,737-800,2014.0,189.0
N957AN,BOEING,737-823,737-800,2001.0,189.0
N957NN,BOEING,737-823,737-800,2014.0,189.0
N958AN,BOEING,737-823,737-800,2001.0,189.0
N958NN,BOEING,737-823,737-800,2014.0,189.0
N959AN,BOEING,737-823,737-800,2001.0,189.0
N959NN,BOEING,737-823,737-800,2014.0,189.0
N960AN,BOEING,737-823,737-800,2001.0,189.0
N960NN,BOEING,737-823,737-800,2014.0,189.0
N961AN,BOEING,737-823,737-800,2001.0,189.0
N961NN,BOEING,737-823,737-800,2014.0,189.0
N962AN,BOEING,737-823,737-800,2001.0,189.0
N962NN,BOEING,737-823,737-800,2014.0,189.0
N963AN,BOEING,737-823,737-800,2001.0,189.0
N963NN,BOEING,737-823,737-800,2014.0,189.0
N964AN,BOEING,737-823,737-800,2001.0,189.0
N964NN,BOEING,737-823,737-800,2015.0,189.0
N965AN,BOEING,737-823,737-800,2001.0,189.0
N965NN,BOEING,737-823,737-800,2015.0,189.0
N966AN,BOEING,737-823,737-800,2001.0,189.0
N966NN,BOEING,737-823,737-800,2015.0,189.0
N967AN,BOEING,737-823,737-800,2001.0,189.0
N967NN,BOEING,737-823,737-800,2015.0,189.0
N968AN,BOEING,737-823,737-800,2001.0,189.0
N968NN,BOEING,737-823,737-800,2015.0,189.0
N969AN,BOEING,737-823,737-800,2001.0,189.0
N969NN,BOEING,737-823,737-800,2015.0,189.0
N970AN,BOEING,737-823,737-800,2001.0,189.0
N970NN,BOEING,737-823,737-800,2015.0,189.0
N971AN,BOEING,737-823,737-800,2001.0,189.0
N971NN,BOEING,737-823,737-800,2015.0,189.0
N972AN,BOEING,737-823,737-800,2001.0,189.0
N972NN,BOEING,737-823,737-800,2015.0,189.0
N973AN,BOEING,737-823,737-800,2001.0,189.0
N973NN,BOEING,737-823,737-800,2015.0,189.0
N974AN,BOEING,737-823,737-800,2001.0,189.0
N975AN,BOEING,737-823,737-800,2001.0,189.0
N976AN,BOEING,737-823,737-800,2001.0,189.0
N976NN,BOEING,737-823,737-800,2015.0,189.0
N977NN,BOEING,737-823,737-800,2015.0,189.0
N978NN,BOEING,737-823,737-800,2015.0,189.0
N979AN,BOEING,737-823,737-800,2009.0,189.0
N979NN,BOEING,737-823,737-800,2015.0,189.0
N980AN,BOEING,737-823,737-800,2009.0,189.0
N980NN,BOEING,737-823,737-800,2015.0,189.0
N981AN,BOEING,737-823,737-800,2009.0,189.0
N981NN,BOEING,737-823,737-800,2015.0,189.0
N982AN,BOEING,737-823,737-800,2009.0,189.0
N982NN,BOEING,737-823,737-800,2015.0,189.0
N983AN,BOEING,737-823,737-800,2009.0,189.0
N983NN,BOEING,737-823,737-800,2015.0,189.0
N984NN,BOEING,737-823,737-800,2016.0,189.0
N985NN,BOEING,737-823,737-800,2016.0,189.0
N986NN,BOEING,737-823,737-800,2016.0,189.0
N987AN,BOEING,737-823,737-800,2009.0,189.0
N987NN,BOEING,737-823,737-800,2016.0,189.0
N988NN,BOEING,737-823,737-800,2016.0,189.0
N989AN,BOEING,737-823,737-800,2009.0,189.0
N989NN,BOEING,737-823,737-800,2016.0,189.0
N990AN,BOEING,737-823,737-800,2009.0,189.0
N990NN,BOEING,737-823,737-800,2016.0,189.0
N991AN,BOEING,737-823,737-800,2009.0,189.0
N991NN,BOEING,737-823,737-800,2016.0,189.0
N992AN,BOEING,737-823,737-800,2009.0,189.0
N992NN,BOEING,737-823,737-800,2016.0,189.0
N993NN,BOEING,737-823,737-800,2016.0,189.0
N994NN,BOEING,737-823,737-800,2016.0,189.0
N995NN,BOEING,737-823,737-800,2016.0,189.0
N996NN,BOEING,737-823,737-800,2016.0,189.0
N997NN,BOEING,737-823,737-800,2016.0,189.0
N11206,BOEING,737-824,737-800,2000.0,189.0
N12216,BOEING,737-824,737-800,1998.0,189.0
N12218,BOEING,737-824,737-800,1998.0,189.0
N12221,BOEING,737-824,737-800,1998.0,189.0
N12225,BOEING,737-824,737-800,1998.0,189.0
N12238,BOEING,737-824,737-800,1999.0,189.0
N13227,BOEING,737-824,737-800,1999.0,189.0
N13248,BOEING,737-824,737-800,1999.0,189.0
N14214,BOEING,737-824,737-800,1998.0,189.0
N14219,BOEING,737-824,737-800,1998.0,189.0
N14228,BOEING,737-824,737-800,1999.0,189.0
N14230,BOEING,737-824,737-800,1999.0,189.0
N14231,BOEING,737-824,737-800,1999.0,189.0
N14235,BOEING,737-824,737-800,1999.0,189.0
N14237,BOEING,737-824,737-800,1999.0,189.0
N14240,BOEING,737-824,737-800,1999.0,189.0
N14242,BOEING,737-824,737-800,1999.0,189.0
N14249,BOEING,737-824,737-800,1999.0,189.0
N14250,BOEING,737-824,737-800,1999.0,189.0
N16217,BOEING,737-824,737-800,1998.0,189.0
N16234,BOEING,737-824,737-800,1999.0,189.0
N17229,BOEING,737-824,737-800,1999.0,189.0
N17233,BOEING,737-824,737-800,1999.0,189.0
N17244,BOEING,737-824,737-800,1999.0,189.0
N17245,BOEING,737-824,737-800,1999.0,189.0
N18220,BOEING,737-824,737-800,1998.0,189.0
N18223,BOEING,737-824,737-800,1998.0,189.0
N18243,BOEING,737-824,737-800,1999.0,189.0
N24202,BOEING,737-824,737-800,2000.0,189.0
N24211,BOEING,737-824,737-800,1998.0,189.0
N24212,BOEING,737-824,737-800,1998.0,189.0
N24224,BOEING,737-824,737-800,1998.0,189.0
N25201,BOEING,737-824,737-800,1999.0,189.0
N26208,BOEING,737-824,737-800,2000.0,189.0
N26210,BOEING,737-824,737-800,1998.0,189.0
N26215,BOEING,737-824,737-800,1998.0,189.0
N26226,BOEING,737-824,737-800,1998.0,189.0
N26232,BOEING,737-824,737-800,1999.0,189.0
N27205,BOEING,737-824,737-800,2000.0,189.0
N27213,BOEING,737-824,737-800,1998.0,189.0
N27239,BOEING,737-824,737-800,1999.0,189.0
N27246,BOEING,737-824,737-800,1999.0,189.0
N33203,BOEING,737-824,737-800,2000.0,189.0
N33209,BOEING,737-824,737-800,2000.0,189.0
N33262,BOEING,737-824,737-800,2001.0,189.0
N33264,BOEING,737-824,737-800,2001.0,189.0
N33266,BOEING,737-824,737-800,2001.0,189.0
N33284,BOEING,737-824,737-800,2004.0,189.0
N33286,BOEING,737-824,737-800,2004.0,189.0
N33289,BOEING,737-824,737-800,2004.0,189.0
N33292,BOEING,737-824,737-800,2004.0,189.0
N33294,BOEING,737-824,737-800,2005.0,189.0
N34222,BOEING,737-824,737-800,1998.0,189.0
N35204,BOEING,737-824,737-800,2000.0,189.0
N35236,BOEING,737-824,737-800,1999.0,189.0
N35260,BOEING,737-824,737-800,2001.0,189.0
N35271,BOEING,737-824,737-800,2001.0,189.0
N36207,BOEING,737-824,737-800,2000.0,189.0
N36247,BOEING,737-824,737-800,1999.0,189.0
N36272,BOEING,737-824,737-800,2001.0,189.0
