TAIL_NUM,tail_raw,tail_display,MFR,MODEL,TYPE-ACFT,TYPE-ENG,YEAR MFR,AIR WORTH DATE,STATUS CODE,MODE S CODE,MODE S CODE HEX,HAS_MODEL,FOUND_IN_MASTER,FOUND_IN_ACFTREF
N495UA,N495UA,N495UA,AIRBUS,A320-232,5,5,2002,20021008,V,51422156,A6246E,True,True,True
N259WN,N259WN,N259WN,BOEING,737-7H4,5,5,2006,20061030,V,50475356,A27AEE,True,True,True
N721FR,N721FR,N721FR,AIRBUS,A321-211,5,5,2017,20171130,V,52323720,A9A7D0,True,True,True
N8501V,N8501V,N8501V,BOEING,737-800,5,5,2016,20160927,V,52724747,ABA9E7,True,True,True
N623NK,N623NK,N623NK,AIRBUS,A320-232,5,5,2013,20131125,V,52021230,A82298,True,True,True
N877UA,N877UA,N877UA,AIRBUS,A319-132,5,5,2004,20190713,V,53011032,AC121A,True,True,True
N924AT,N924AT,N924AT,BOEING,717-200,5,5,2000,20001212,V,53146430,ACCD18,True,True,True
N873NN,N873NN,N873NN,BOEING,737-823,5,5,2011,20110919,V,53001264,AC02B4,True,True,True
N359FR,N359FR,N359FR,AIRBUS,A320-251N,5,5,2019,20190930,V,51003311,A406C9,True,True,True
N103DU,N103DU,N103DU,C SERIES AIRCRAFT LTD PTNRSP,BD-500-1A10,5,5,,,V,50010067,A01037,True,True,True
N859DN,N859DN,N859DN,BOEING,737-932ER,5,5,2016,20160506,V,52744437,ABC91F,True,True,True
N8542Z,N8542Z,N8542Z,BOEING,737-800,5,5,2017,20170718,V,52734352,ABB8EA,True,True,True
N8677A,N8677A,N8677A,BOEING,737-8H4,5,5,2016,20160119,V,52766046,ABEC26,True,True,True
N27260,N27260,N27260,BOEING,737-8,5,5,2021,20210825,V,50530455,A2B12D,True,True,True
N417WN,N417WN,N417WN,,,,,,,,,,False,False,False
N8678E,N8678E,N8678E,BOEING,737-8H4,5,5,2016,20160128,V,52766115,ABEC4D,True,True,True
N8576Z,N8576Z,N8576Z,BOEING,737-800,5,5,2018,20180625,V,52742233,ABC49B,True,True,True
N385DN,N385DN,N385DN,BOEING,737-832,5,5,1999,20000518,V,51067065,A46E35,True,True,True
N748SW,N748SW,N748SW,,,,,,,,,,False,False,False
N67827,N67827,N67827,BOEING,737-924ER,5,5,2014,20140611,V,52176056,A8FC2E,True,True,True
N557WN,N557WN,N557WN,,,,,,,,,,False,False,False
N8519R,N8519R,N8519R,BOEING,737-800,5,5,2017,20170124,V,52727262,ABAEB2,True,True,True
N8307K,N8307K,N8307K,BOEING,737-8H4,5,5,2012,20120504,V,52655661,AB5BB1,True,True,True
N203WN,N203WN,N203WN,BOEING,737-7H4,5,5,2005,20050222,V,50317451,A19F29,True,True,True
N830DN,N830DN,N830DN,BOEING,737-932ER,5,5,2014,20141121,V,52654262,AB58B2,True,True,True
N499WN,N499WN,N499WN,BOEING,737-7H4,5,5,2005,20050123,V,51431610,A63388,True,True,True
N717EV,N717EV,N717EV,BOMBARDIER INC,CL-600-2C11,5,5,2003,20241010,V,52313206,A99686,True,True,True
N448WN,N448WN,N448WN,BOEING,737-7H4,5,5,2003,20031201,V,51265126,A56A56,True,True,True
N8569Z,N8569Z,N8569Z,BOEING,737-800,5,5,2018,20180418,V,52740515,ABC14D,True,True,True
N366NB,N366NB,N366NB,AIRBUS,A319-114,5,5,2003,20030830,V,51021704,A423C4,True,True,True
N7825A,N7825A,N7825A,BOEING,737-7CT,5,5,2003,20150806,V,52515374,AA9AFC,True,True,True
N421LV,N421LV,N421LV,BOEING,737-7H4,5,5,2001,20020109,V,51200144,A50064,True,True,True
N331FR,N331FR,N331FR,AIRBUS,A320-251N,5,5,2018,20180606,V,50715023,A39A13,True,True,True
N7832A,N7832A,N7832A,BOEING,737-79P,5,5,2003,20151029,V,52517112,AA9E4A,True,True,True
N7723E,N7723E,N7723E,BOEING,737-76N,5,5,2006,20060317,V,52471473,AA733B,True,True,True
N8690A,N8690A,N8690A,BOEING,737-8H4,5,5,2016,20160617,V,52771237,ABF29F,True,True,True
N289CT,N289CT,N289CT,BOEING,737-7H4,5,5,2007,20070814,V,50567656,A2EFAE,True,True,True
N7724A,N7724A,N7724A,BOEING,737-7BD,5,5,2009,20130923,V,52471532,AA735A,True,True,True
N915WN,N915WN,N915WN,BOEING,737-7H4,5,5,2008,20080313,V,53125477,ACAB3F,True,True,True
N765SW,N765SW,N765SW,BOEING,737-7H4,5,5,2000,20000424,V,52452700,AA55C0,True,True,True
N456WN,N456WN,N456WN,BOEING,737-7H4,5,5,2004,20040410,V,51305147,A58A67,True,True,True
N8721J,N8721J,N8721J,BOEING,737-8,5,5,2018,20180920,V,53000110,AC0048,True,True,True
N424WN,N424WN,N424WN,BOEING,737-7H4,5,5,2002,20020404,V,51206174,A50C7C,True,True,True
N8726H,N8726H,N8726H,BOEING,737-8,5,5,2018,20180924,V,53000366,AC00F6,True,True,True
N8518R,N8518R,N8518R,BOEING,737-800,5,5,2016,20161220,V,52727217,ABAE8F,True,True,True
N8305E,N8305E,N8305E,BOEING,737-8H4,5,5,2012,20120420,V,52655546,AB5B66,True,True,True
N7828A,N7828A,N7828A,BOEING,737-7CT,5,5,2003,20150820,V,52515545,AA9B65,True,True,True
N8608N,N8608N,N8608N,BOEING,737-8H4,5,5,2013,20130124,V,52751124,ABD254,True,True,True
N7822A,N7822A,N7822A,BOEING,737-76N,5,5,2001,20150109,V,52515223,AA9A93,True,True,True
N728SW,N728SW,N728SW,,,,,,,,,,False,False,False
N8582Z,N8582Z,N8582Z,BOEING,737-800,5,5,2018,20180925,V,52743706,ABC7C6,True,True,True
N8813Q,N8813Q,N8813Q,BOEING,737-8,5,5,2021,20210519,V,53022134,AC245C,True,True,True
N420WN,N420WN,N420WN,BOEING,737-7H4,5,5,2001,20020107,V,51176640,A4FDA0,True,True,True
N7841A,N7841A,N7841A,BOEING,737-7L9,5,5,2001,20160205,V,52520736,AAA1DE,True,True,True
N37273,N37273,N37273,BOEING,737-824,5,5,2001,20011202,V,51037242,A43EA2,True,True,True
N944NK,N944NK,N944NK,AIRBUS,A320-271N,5,5,2021,20210616,V,53216472,AD1D3A,True,True,True
N469WN,N469WN,N469WN,BOEING,737-7H4,5,5,2004,20040622,V,51336413,A5BD0B,True,True,True
N942NK,N942NK,N942NK,AIRBUS,A320-271N,5,5,2021,20210629,V,53212714,AD15CC,True,True,True
N235WN,N235WN,N235WN,BOEING,737-7H4,5,5,2006,20060410,V,50416424,A21D14,True,True,True
N711HK,N711HK,N711HK,,,,,,,,,,False,False,False
N738CB,N738CB,N738CB,,,,,,,,,,False,False,False
N8562Z,N8562Z,N8562Z,BOEING,737-800,5,5,2018,20180209,V,52740130,ABC058,True,True,True
N841DN,N841DN,N841DN,BOEING,737-932ER,5,5,2015,20150618,V,52701750,AB83E8,True,True,True
N608NK,N608NK,N608NK,AIRBUS,A320-232,5,5,2011,20111117,V,51763055,A7E62D,True,True,True
N8322X,N8322X,N8322X,BOEING,737-8H4,5,5,2012,20120927,V,52661174,AB627C,True,True,True
N453UA,N453UA,N453UA,AIRBUS INDUSTRIE,A320-232,5,5,1999,19990427,V,51277404,A57F04,True,True,True
N643NK,N643NK,N643NK,AIRBUS,A320-232,5,5,2015,20150609,V,52070626,A87196,True,True,True
N923AN,N923AN,N923AN,BOEING,737-823,5,5,1999,19991118,V,53144534,ACC95C,True,True,True
N716FR,N716FR,N716FR,AIRBUS,A321-211,5,5,2017,20170127,V,52311344,A992E4,True,True,True
N8702L,N8702L,N8702L,BOEING,737-8,5,5,2018,20180930,V,52774377,ABF8FF,True,True,True
N941NK,N941NK,N941NK,AIRBUS,A320-271N,5,5,2021,20210610,V,53211025,AD1215,True,True,True
N627NK,N627NK,N627NK,AIRBUS,A320-232,5,5,2014,20140507,V,52030564,A83174,True,True,True
N814DN,N814DN,N814DN,BOEING,737-932ER,5,5,2014,20140113,V,52614220,AB1890,True,True,True
N8303R,N8303R,N8303R,BOEING,737-8H4,5,5,2012,20120414,V,52655453,AB5B2B,True,True,True
N8693A,N8693A,N8693A,BOEING,737-8H4,5,5,2016,20160728,V,52771410,ABF308,True,True,True
N440LV,N440LV,N440LV,BOEING,737-7H4,5,5,2003,20030805,V,51245653,A54BAB,True,True,True
N853UA,N853UA,N853UA,AIRBUS,A319-131,5,4,2002,20020430,V,52732100,ABB440,True,True,True
279NV,279NV,N279NV,AIRBUS,A320-214,5,5,,,V,50544453,A2C92B,True,True,True
N340NW,N340NW,N340NW,AIRBUS INDUSTRIE,A320-212,5,5,1992,19960719,V,50737217,A3BE8F,True,True,True
N718SW,N718SW,N718SW,,,,,,,,,,False,False,False
N7846A,N7846A,N7846A,BOEING,737-76N,5,5,2007,20160205,V,52521215,AAA28D,True,True,True
N856DN,N856DN,N856DN,BOEING,737-932ER,5,5,2016,20160325,V,52736772,ABBDFA,True,True,True
N200WN,N200WN,N200WN,BOEING,737-7H4,5,5,2005,20050124,V,50312004,A19404,True,True,True
N450YX,N450YX,N450YX,,,,,,,,,,False,False,False
N951NK,N951NK,N951NK,AIRBUS,A320-271N,5,5,2021,20211210,V,53234624,AD3994,True,True,True
N213WN,N213WN,N213WN,BOEING,737-7H4,5,5,2005,20050526,V,50343250,A1C6A8,True,True,True
N8685B,N8685B,N8685B,BOEING,737-8H4,5,5,2016,20160502,V,52767630,ABEF98,True,True,True
N8628A,N8628A,N8628A,BOEING,737-8H4,5,5,2014,20140424,V,52754666,ABD9B6,True,True,True
N8529Z,N8529Z,N8529Z,BOEING,737-800,5,5,2017,20170415,V,52731161,ABB271,True,True,True
N786SW,N786SW,N786SW,,,,,,,,,,False,False,False
N8536Z,N8536Z,N8536Z,BOEING,737-800,5,5,2017,20170614,V,52732677,ABB5BF,True,True,True
N662AW,N662AW,N662AW,AIRBUS INDUSTRIE,A320-232,5,5,2000,20000922,V,52135674,A8BBBC,True,True,True
N120HQ,N120HQ,N120HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2007,20071114,V,50052160,A05470,True,True,True
N407WN,N407WN,N407WN,,,,,,,,,,False,False,False
N8649A,N8649A,N8649A,BOEING,737-8H4,5,5,2014,20140923,V,52760507,ABE147,True,True,True
N500WR,N500WR,N500WR,BOEING,737-8H4,5,5,2014,20140619,V,51435764,A63BF4,True,True,True
N752SW,N752SW,N752SW,,,,,,,,,,False,False,False
N913XJ,N913XJ,N913XJ,BOMBARDIER INC,CL-600-2D24,5,5,2007,20080104,V,53121746,ACA3E6,True,True,True
N27246,N27246,N27246,BOEING,737-824,5,5,1999,19991109,V,50530355,A2B0ED,True,True,True
N8610A,N8610A,N8610A,BOEING,737-8H4,5,5,2013,20130222,V,52752347,ABD4E7,True,True,True
N237WN,N237WN,N237WN,BOEING,737-7H4,5,5,2006,20060426,V,50422202,A22482,True,True,True
N747SA,N747SA,N747SA,,,,,,,,,,False,False,False
N111NG,N111NG,N111NG,C SERIES AIRCRAFT LTD PTNRSP,BD-500-1A10,5,5,2019,20190606,V,50030435,A0311D,True,True,True
N437WN,N437WN,N437WN,BOEING,737-7H4,5,5,2003,20030709,V,51237440,A53F20,True,True,True
N731SA,N731SA,N731SA,,,,,,,,,,False,False,False
N565WN,N565WN,N565WN,BOEING,737-76Q,5,5,2002,20140617,V,51635576,A73B7E,True,True,True
N7721E,N7721E,N7721E,BOEING,737-7BD,5,5,2006,20060213,V,52471365,AA72F5,True,True,True
N460WN,N460WN,N460WN,BOEING,737-7H4,5,5,2004,20040507,V,51315634,A59B9C,True,True,True
N430WN,N430WN,N430WN,,,,,,,,,,False,False,False
N8654B,N8654B,N8654B,BOEING,737-8H4,5,5,2014,20141205,V,52762120,ABE450,True,True,True
N792SW,N792SW,N792SW,,,,,,,,,,False,False,False
N202WN,N202WN,N202WN,,,,,,,,,,False,False,False
N8659D,N8659D,N8659D,BOEING,737-8H4,5,5,2015,20150209,V,52762401,ABE501,True,True,True
N955WN,N955WN,N955WN,BOEING,737-7H4,5,5,2011,20110328,V,53244473,AD493B,True,True,True
N8624J,N8624J,N8624J,BOEING,737-8H4,5,5,2014,20140325,V,52754462,ABD932,True,True,True
N276WN,N276WN,N276WN,BOEING,737-7H4,5,5,2007,20070509,V,50537307,A2BEC7,True,True,True
N8603F,N8603F,N8603F,BOEING,737-8H4,5,5,2012,20120606,V,52750636,ABD19E,True,True,True
N624NK,N624NK,N624NK,AIRBUS,A320-232,5,5,2013,20131210,V,52023117,A8264F,True,True,True
N7883A,N7883A,N7883A,,,,,,,,,,False,False,False
N943NK,N943NK,N943NK,AIRBUS,A320-271N,5,5,2021,20210722,V,53214603,AD1983,True,True,True
N7722B,N7722B,N7722B,BOEING,737-76N,5,5,2006,20060220,V,52471425,AA7315,True,True,True
N503NK,N503NK,N503NK,,,,,,,,,,False,False,False
N8566Z,N8566Z,N8566Z,BOEING,737-800,5,5,2018,20180308,V,52740344,ABC0E4,True,True,True
N905DN,N905DN,N905DN,BOEING,737-900ER,5,5,2018,20181026,V,53101027,AC8217,True,True,True
N229WN,N229WN,N229WN,BOEING,737-7H4,5,5,2006,20060128,V,50402161,A20471,True,True,True
N718FR,N718FR,N718FR,AIRBUS,A321-211,5,5,2017,20170310,V,52315122,A99A52,True,True,True
N8818Q,N8818Q,N8818Q,BOEING,737-8,5,5,2021,20210205,V,53022413,AC250B,True,True,True
N639NK,N639NK,N639NK,AIRBUS,A320-232,5,5,2015,20150306,V,52060141,A86061,True,True,True
N931NK,N931NK,N931NK,AIRBUS,A320-271N,5,5,2020,20200407,V,53165226,ACEA96,True,True,True
N907NK,N907NK,N907NK,AIRBUS,A320-271N,5,5,2018,20190201,V,53105143,AC8A63,True,True,True
N8800L,N8800L,N8800L,BOEING,737-8,5,5,2021,20210208,V,53020070,AC2038,True,True,True
N8665D,N8665D,N8665D,BOEING,737-8H4,5,5,2015,20150417,V,52764054,ABE82C,True,True,True
N8522P,N8522P,N8522P,BOEING,737-800,5,5,2017,20170130,V,52730562,ABB172,True,True,True
N815UA,N815UA,N815UA,AIRBUS INDUSTRIE,A319-131,5,4,1998,19980824,V,52616662,AB1DB2,True,True,True
N333NW,N333NW,N333NW,AIRBUS INDUSTRIE,A320-211,5,4,1992,19920818,V,50721065,A3A235,True,True,True
N712US,N712US,N712US,AIRBUS INDUSTRIE,A319-112,5,5,1999,19990830,V,52302516,A9854E,True,True,True
N222WN,N222WN,N222WN,BOEING,737-7H4,5,5,2005,20050826,V,50365160,A1EA70,True,True,True
N961WN,N961WN,N961WN,BOEING,737-7H4,5,5,2011,20110726,V,53260736,AD61DE,True,True,True
N968WN,N968WN,N968WN,BOEING,737-7H4,5,5,2011,20111216,V,53275737,AD7BDF,True,True,True
N209WN,N209WN,N209WN,BOEING,737-7H4,5,5,2005,20050422,V,50332563,A1B573,True,True,True
N8670A,N8670A,N8670A,BOEING,737-8H4,5,5,2015,20150611,V,52765461,ABEB31,True,True,True
N8604K,N8604K,N8604K,,,,,,,,,,False,False,False
N8509U,N8509U,N8509U,BOEING,737-800,5,5,2016,20161108,V,52725376,ABAAFE,True,True,True
N902WN,N902WN,N902WN,BOEING,737-7H4,5,5,2007,20071215,V,53074233,AC789B,True,True,True
N557AS,N557AS,N557AS,BOEING,737-890,5,5,2006,20060806,V,51614575,A7197D,True,True,True
N299PQ,N299PQ,N299PQ,BOMBARDIER INC,CL-600-2D24,5,5,2013,20131205,V,50614075,A3183D,True,True,True
N205FR,N205FR,N205FR,,,,,,,,,,False,False,False
N7824A,N7824A,N7824A,BOEING,737-7BK,5,5,2001,20110305,V,52515331,AA9AD9,True,True,True
N294WN,N294WN,N294WN,BOEING,737-7H4,5,5,2007,20070925,V,50603127,A30657,True,True,True
N9021H,N9021H,N9021H,AIRBUS,A319-115,5,5,2014,20140929,V,53074435,AC791D,True,True,True
N718EV,N718EV,N718EV,BOMBARDIER INC,CL-600-2C11,5,5,2003,20241206,V,52315075,A99A3D,True,True,True
N8580Z,N8580Z,N8580Z,BOEING,737-800,5,5,2018,20180725,V,52743600,ABC780,True,True,True
N744SW,N744SW,N744SW,,,,,,,,,,False,False,False
N945AT,N945AT,N945AT,BOEING,717-200,5,5,1999,19991019,V,53217715,AD1FCD,True,True,True
N762SW,N762SW,N762SW,,,,,,,,,,False,False,False
N164NN,N164NN,N164NN,AIRBUS,A321-231,5,5,2016,20160624,V,50200703,A101C3,True,True,True
N409WN,N409WN,N409WN,BOEING,737-7H4,5,5,2001,20011219,V,51150021,A4D011,True,True,True
N447WN,N447WN,N447WN,BOEING,737-7H4,5,5,2003,20031111,V,51263237,A5669F,True,True,True
N8530W,N8530W,N8530W,BOEING,737-800,5,5,2017,20170429,V,52732352,ABB4EA,True,True,True
N930WN,N930WN,N930WN,BOEING,737-7H4,5,5,2009,20090129,V,53163652,ACE7AA,True,True,True
N696NK,N696NK,N696NK,AIRBUS,A320-232,5,5,2019,20190515,V,52241066,A94236,True,True,True
N917NK,N917NK,N917NK,AIRBUS,A320-271N,5,5,2019,20191115,V,53130742,ACB1E2,True,True,True
N257NN,N257NN,N257NN,EMBRAER,ERJ 170-200 LR,5,5,2017,20170714,V,50471270,A272B8,True,True,True
N8508W,N8508W,N8508W,BOEING,737-800,5,5,2016,20161108,V,52725335,ABAADD,True,True,True
N882UA,N882UA,N882UA,AIRBUS,A319-132,5,5,2005,20210514,V,53023406,AC2706,True,True,True
N336NB,N336NB,N336NB,AIRBUS INDUSTRIE,A319-114,5,5,2002,20020315,V,50726507,A3AD47,True,True,True
N920NK,N920NK,N920NK,AIRBUS,A320-271N,5,5,2019,20191202,V,53137540,ACBF60,True,True,True
N646NK,N646NK,N646NK,AIRBUS,A320-232,5,5,2016,20160401,V,52076273,A87CBB,True,True,True
N945NK,N945NK,N945NK,AIRBUS,A320-271N,5,5,2021,20210730,V,53220361,AD20F1,True,True,True
N242WN,N242WN,N242WN,BOEING,737-7H4,5,5,2006,20060611,V,50434556,A2396E,True,True,True
N286WN,N286WN,N286WN,BOEING,737-7H4,5,5,2004,20040713,V,50563106,A2E646,True,True,True
N873DN,N873DN,N873DN,BOEING,737-900ER,5,5,2017,20170227,V,53000723,AC01D3,True,True,True
N737JW,N737JW,N737JW,,,,,,,,,,False,False,False
N673NK,N673NK,N673NK,AIRBUS,A321-231,5,5,2017,20170221,V,52164023,A8E813,True,True,True
N7869A,N7869A,N7869A,BOEING,737-79P,5,5,2006,20180903,V,52525144,AAAA64,True,True,True
N8563Z,N8563Z,N8563Z,BOEING,737-800,5,5,2018,20180212,V,52740173,ABC07B,True,True,True
N723FR,N723FR,N723FR,AIRBUS,A321-211,5,5,2018,20181218,V,52327476,A9AF3E,True,True,True
N106HQ,N106HQ,N106HQ,EMBRAER,ERJ 170-200 LR,5,5,2007,20070424,V,50015674,A01BBC,True,True,True
N8641B,N8641B,N8641B,BOEING,737-8H4,5,5,2014,20140725,V,52760060,ABE030,True,True,True
N277WN,N277WN,N277WN,BOEING,737-7H4,5,5,2007,20070521,V,50541176,A2C27E,True,True,True
N115HQ,N115HQ,N115HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2007,20070914,V,50037604,A03F84,True,True,True
N932WN,N932WN,N932WN,BOEING,737-7H4,5,5,2009,20090312,V,53167430,ACEF18,True,True,True
N67845,N67845,N67845,BOEING,737-924ER,5,5,2015,20150218,V,52176162,A8FC72,True,True,True
N725SW,N725SW,N725SW,,,,,,,,,,False,False,False
N805DN,N805DN,N805DN,BOEING,737-932ER,5,5,2013,20131031,V,52572310,AAF4C8,True,True,True
N8557Q,N8557Q,N8557Q,BOEING,737-800,5,5,2017,20171215,V,52736507,ABBD47,True,True,True
N7738A,N7738A,N7738A,BOEING,737-7BD,5,5,2006,20120912,V,52473635,AA779D,True,True,True
N12225,N12225,N12225,BOEING,737-824,5,5,1998,19981221,V,50056734,A05DDC,True,True,True
N8577Z,N8577Z,N8577Z,BOEING,737-800,5,5,2018,20180620,V,52742276,ABC4BE,True,True,True
N8645A,N8645A,N8645A,BOEING,737-8H4,5,5,2014,20140806,V,52760273,ABE0BB,True,True,True
N706FR,N706FR,N706FR,AIRBUS,A321-211,5,5,2015,20151230,V,52265545,A96B65,True,True,True
N349PQ,N349PQ,N349PQ,BOMBARDIER INC,CL-600-2D24,5,5,2015,20150116,V,50760021,A3E011,True,True,True
N563WN,N563WN,N563WN,BOEING,737-752,5,5,2002,20150305,V,51632020,A73410,True,True,True
N8328A,N8328A,N8328A,BOEING,737-8H4,5,5,2012,20121213,V,52661471,AB6339,True,True,True
N8327A,N8327A,N8327A,BOEING,737-8H4,5,5,2012,20121210,V,52661426,AB6316,True,True,True
N8528Q,N8528Q,N8528Q,BOEING,737-800,5,5,2017,20170330,V,52731105,ABB245,True,True,True
N343FR,N343FR,N343FR,AIRBUS,A320-251N,5,5,2018,20181211,V,50744400,A3C900,True,True,True
N995AT,N995AT,N995AT,BOEING,717-200,5,5,2002,20021003,V,53362510,ADE548,True,True,True
N628NK,N628NK,N628NK,AIRBUS,A320-232,5,5,2014,20140724,V,52032453,A8352B,True,True,True
N102HQ,N102HQ,N102HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2007,20070228,V,50006340,A00CE0,True,True,True
N960WN,N960WN,N960WN,BOEING,737-7H4,5,5,2011,20110722,V,53257047,AD5E27,True,True,True
N7879A,N7879A,N7879A,BOEING,737-7K9,5,5,2005,20161102,V,52527033,AAAE1B,True,True,True
N555LV,N555LV,N555LV,BOEING,737-7BD,5,5,2011,20110316,V,51611414,A7130C,True,True,True
N7840A,N7840A,N7840A,,,,,,,,,,False,False,False
N224WN,N224WN,N224WN,BOEING,737-7H4,5,5,2005,20051028,V,50370736,A1F1DE,True,True,True
N7720F,N7720F,N7720F,BOEING,737-7BD,5,5,2006,20060110,V,52471323,AA72D3,True,True,True
N8546V,N8546V,N8546V,BOEING,737-800,5,5,2017,20170830,V,52734562,ABB972,True,True,True
N8810L,N8810L,N8810L,BOEING,737-8,5,5,2021,20210331,V,53021757,AC23EF,True,True,True
N7826B,N7826B,N7826B,BOEING,737-79P,5,5,2003,20150925,V,52515440,AA9B20,True,True,True
N8684F,N8684F,N8684F,BOEING,737-8H4,5,5,2016,20160424,V,52767571,ABEF79,True,True,True
N283WN,N283WN,N283WN,BOEING,737-7H4,5,5,2007,20070716,V,50555441,A2DB21,True,True,True
N269WN,N269WN,N269WN,BOEING,737-7H4,5,5,2007,20070307,V,50521155,A2A26D,True,True,True
N903WN,N903WN,N903WN,BOEING,737-7H4,5,5,2007,20080105,V,53076122,AC7C52,True,True,True
N8568Z,N8568Z,N8568Z,BOEING,737-800,5,5,2018,20180413,V,52740452,ABC12A,True,True,True
N7743B,N7743B,N7743B,BOEING,737-7BD,5,5,2008,20140627,V,52475246,AA7AA6,True,True,True
N7819A,N7819A,N7819A,,,,,,,,,,False,False,False
N606LR,N606LR,N606LR,BOMBARDIER INC,CL-600-2D24,5,5,2008,20080425,V,51757223,A7DE93,True,True,True
N528NK,N528NK,N528NK,,,,,,,,,,False,False,False
N8664J,N8664J,N8664J,BOEING,737-8H4,5,5,2015,20150406,V,52764016,ABE80E,True,True,True
N924NK,N924NK,N924NK,AIRBUS,A320-271N,5,5,2019,20200121,V,53147074,ACCE3C,True,True,True
N845UA,N845UA,N845UA,AIRBUS INDUSTRIE,A319-131,5,4,2001,20020123,V,52712057,AB942F,True,True,True
N922AN,N922AN,N922AN,BOEING,737-823,5,5,1999,19991028,V,53142645,ACC5A5,True,True,True
N349NB,N349NB,N349NB,AIRBUS,A319-114,5,5,2002,20021028,V,50757753,A3DFEB,True,True,True
N8640D,N8640D,N8640D,BOEING,737-8H4,5,5,2014,20140715,V,52760017,ABE00F,True,True,True
N636NK,N636NK,N636NK,AIRBUS,A320-232,5,5,2015,20150123,V,52052474,A8553C,True,True,True
N7735A,N7735A,N7735A,BOEING,737-7BD,5,5,2006,20120829,V,52473464,AA7734,True,True,True
N8626B,N8626B,N8626B,BOEING,737-8H4,5,5,2014,20140402,V,52754561,ABD971,True,True,True
N8657B,N8657B,N8657B,BOEING,737-8H4,5,5,2015,20150111,V,52762271,ABE4B9,True,True,True
N8510E,N8510E,N8510E,BOEING,737-800,5,5,2016,20161117,V,52726554,ABAD6C,True,True,True
N282WN,N282WN,N282WN,BOEING,737-7H4,5,5,2007,20070714,V,50553552,A2D76A,True,True,True
N8613K,N8613K,N8613K,BOEING,737-8H4,5,5,2013,20130328,V,52752531,ABD559,True,True,True
N965WN,N965WN,N965WN,BOEING,737-7H4,5,5,2011,20110913,V,53270272,AD70BA,True,True,True
N7737E,N7737E,N7737E,BOEING,737-7BD,5,5,2006,20140724,V,52473576,AA777E,True,True,True
N655AW,N655AW,N655AW,AIRBUS INDUSTRIE,A320-232,5,5,1999,19991012,V,52117542,A89F62,True,True,True
N213FR,N213FR,N213FR,,,,,,,,,,False,False,False
N8807L,N8807L,N8807L,BOEING,737-8,5,5,2021,20210331,V,53020455,AC212D,True,True,True
N406YX,N406YX,N406YX,EMBRAER S A,ERJ 170-200 LR,5,5,2013,20130828,V,51142447,A4C527,True,True,True
N742PS,N742PS,N742PS,AIRBUS INDUSTRIE,A319-112,5,5,2000,20000922,V,52375516,A9FB4E,True,True,True
N783SW,N783SW,N783SW,BOEING,737-7H4,5,5,2000,20001003,V,52516520,AA9D50,True,True,True
N926WN,N926WN,N926WN,BOEING,737-7H4,5,5,2008,20080710,V,53153165,ACD675,True,True,True
N8605E,N8605E,N8605E,BOEING,737-8H4,5,5,2012,20121219,V,52750743,ABD1E3,True,True,True
N958WN,N958WN,N958WN,BOEING,737-7H4,5,5,2011,20110525,V,53252140,AD5460,True,True,True
N8801Q,N8801Q,N8801Q,BOEING,737-8,5,5,2021,20210222,V,53020137,AC205F,True,True,True
N912NK,N912NK,N912NK,AIRBUS,A320-271N,5,5,2018,20190214,V,53117517,AC9F4F,True,True,True
N8567Z,N8567Z,N8567Z,BOEING,737-800,5,5,2018,20180319,V,52740407,ABC107,True,True,True
N241WN,N241WN,N241WN,BOEING,737-7H4,5,5,2006,20060620,V,50432667,A235B7,True,True,True
N769SW,N769SW,N769SW,,,,,,,,,,False,False,False
N455WN,N455WN,N455WN,BOEING,737-7H4,5,5,2004,20040331,V,51303260,A586B0,True,True,True
N8713M,N8713M,N8713M,BOEING,737-800,5,5,2017,20170929,V,52776332,ABFCDA,True,True,True
N8630B,N8630B,N8630B,BOEING,737-8H4,5,5,2014,20140517,V,52756126,ABDC56,True,True,True
N27511,N27511,N27511,BOEING,737-9,5,5,2018,20181231,V,50535644,A2BBA4,True,True,True
N618NK,N618NK,N618NK,AIRBUS,A320-232,5,5,2013,20130125,V,52006654,A80DAC,True,True,True
N922NK,N922NK,N922NK,AIRBUS,A320-271N,5,5,2019,20191223,V,53143316,ACC6CE,True,True,True
N825UA,N825UA,N825UA,AIRBUS INDUSTRIE,A319-131,5,4,1999,19990426,V,52642461,AB4531,True,True,True
N711FR,N711FR,N711FR,AIRBUS,A321-211,5,5,2016,20160629,V,52300121,A98051,True,True,True
N781WN,N781WN,N781WN,,,,,,,,,,False,False,False
N967WN,N967WN,N967WN,BOEING,737-7H4,5,5,2011,20111001,V,53274050,AD7828,True,True,True
N8806Q,N8806Q,N8806Q,BOEING,737-8,5,5,2021,20210310,V,53020416,AC210E,True,True,True
N310FR,N310FR,N310FR,AIRBUS,A320-251N,5,5,2017,20170519,V,50643536,A3475E,True,True,True
N926NK,N926NK,N926NK,AIRBUS,A320-271N,5,5,2020,20200220,V,53152652,ACD5AA,True,True,True
N8660A,N8660A,N8660A,BOEING,737-8H4,5,5,2015,20150209,V,52763572,ABE77A,True,True,True
